edit_index,doc_name,node_ix_src,node_ix_tgt,text_src,text_tgt,a,b,c,gold,node_type_src,node_type_tgt,parent_node_src,parent_node_tgt,s_index
1398,7-407,"7-407_v2_10@3==103,146",,"(see Mossbridge & Radin, 2018 for a review)",,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,7-407_v2_10@3,,9301
1399,7-407,"7-407_v2_72@0==119,196",,", as the confidence intervals of their mean effect size, overlap considerably",,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Claim","Add,Fact/Evidence",ss,ss,7-407_v2_72@0,,9305
1400,7-407,"7-407_v2_14@0==267,275",,(PRISMA),,"Add,Fact/Evidence","Add,Clarity","Add,Clarity","Add,Clarity",ss,ss,7-407_v2_14@0,,9315
1401,7-407,"7-407_v2_17@2==129,219",,without recording the post-stimulus physiological activity associated with hits and misses,,"Add,Claim","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,7-407_v2_17@2,,9318
1402,7-407,,"7-407_v1_70@0==120,355",,"that cannot be controlled for the degree of freedoms in the methodology and data analysis in the course of their implementations, making them prone, for example, to the so-called “questionable research practices” ( John et al ., 2012 )","Delete,Fact/Evidence","Delete,Claim","Delete,Claim","Delete,Claim",ss,ss,,7-407_v1_70@0,9307
1403,7-407,"7-407_v2_75@1==85,110","7-407_v1_71@0==85,106",all preregistered studies,preregistered studies,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-407_v2_75@1,7-407_v1_71@0,9308
1404,7-407,"7-407_v2_10@7==65,86","7-407_v1_7@7==65,125",physiological changes,"murmurings of activity, as if the body is predicting moments","Modify,Claim","Modify,Clarity","Modify,Fact/Evidence","Modify,Claim",ss,ss,7-407_v2_10@7,7-407_v1_7@7,9309
1405,7-407,"7-407_v2_11@1==151,169","7-407_v1_8@1==151,167",Mossbridge et al .,Mossbridge et al,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-407_v2_11@1,7-407_v1_8@1,9310
1406,7-407,"7-407_v2_11@4==59,116","7-407_v1_8@4==59,102",the pre-stimulus responses of the two stimulus categories,arousing and neutral pre-stimulus responses,"Modify,Clarity","Modify,Clarity","Modify,Fact/Evidence","Modify,Clarity",ss,ss,7-407_v2_11@4,7-407_v1_8@4,9311
1407,7-407,"7-407_v2_12@0==38,56","7-407_v1_9@0==38,54",,,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-407_v2_12@0,7-407_v1_9@0,9312
1408,7-407,"7-407_v2_12@3==37,70","7-407_v1_9@3==37,46",proposed as a potential mechanism,forwarded,"Modify,Claim","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-407_v2_12@3,7-407_v1_9@3,9313
1409,7-407,"7-407_v2_7@0==64,85","7-407_v1_4@2==64,75",Copas selection model,Copas model,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-407_v2_7@0,7-407_v1_4@2,9294
1410,7-407,"7-407_v2_12@6==14,31","7-407_v1_9@6==14,32",another objective,a second objective,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-407_v2_12@6,7-407_v1_9@6,9314
1411,7-407,"7-407_v2_17@0==148,153","7-407_v1_14@0==148,152",,,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-407_v2_17@0,7-407_v1_14@0,9316
1412,7-407,"7-407_v2_17@1==0,11","7-407_v1_14@1==0,11",In addition,Differently,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-407_v2_17@1,7-407_v1_14@1,9317
1413,7-407,"7-407_v2_19@1==120,128","7-407_v1_16@1==120,134",research,investigations,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-407_v2_19@1,7-407_v1_16@1,9319
1414,7-407,"7-407_v2_19@3==123,132","7-407_v1_16@3==123,135",June 2018,October 2017,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,7-407_v2_19@3,7-407_v1_16@3,9320
1415,7-407,"7-407_v2_29@1==28,30","7-407_v1_26@1==28,30",19,18,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,7-407_v2_29@1,7-407_v1_26@1,9295
1416,7-407,"7-407_v2_36@0==133,158","7-407_v1_33@0==133,161",Assink & Wibbelink (2016),"( Assink & Wibbelink, 2016 )","Modify,Grammar","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-407_v2_36@0,7-407_v1_33@0,9296
1417,7-407,"7-407_v2_37@0==0,24","7-407_v1_34@0==0,26",A Bayesian meta-analysis,The Bayesian meta-analysis,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-407_v2_37@0,7-407_v1_34@0,9297
1418,7-407,"7-407_v2_52@0==57,97","7-407_v1_50@0==57,97",the new Mossbridge and Tressoldi studies,the Mossbridge and the Tressoldi studies,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-407_v2_52@0,7-407_v1_50@0,9298
1419,7-407,"7-407_v2_55@0==111,114","7-407_v1_53@0==111,114",.28,.29,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,7-407_v2_55@0,7-407_v1_53@0,9299
1420,7-407,"7-407_v2_24@0==30,35","7-407_v1_21@0==30,34",where,were,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-407_v2_24@0,7-407_v1_21@0,9293
1421,7-407,"7-407_v2_65@2==0,10","7-407_v1_57@1==0,8","Anyway, we",We hence,"Modify,Other","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-407_v2_65@2,7-407_v1_57@1,9300
1422,7-407,"7-407_v2_69@0==165,199","7-407_v1_62@0==165,193",the period January 2008- July 2018,the years 2008- October 2017,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,7-407_v2_69@0,7-407_v1_62@0,9302
1423,7-407,"7-407_v2_69@1==18,20","7-407_v1_62@1==18,20",,,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,7-407_v2_69@1,7-407_v1_62@1,9303
1424,7-407,"7-407_v2_69@1==55,57","7-407_v1_62@1==55,57",36,34,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,7-407_v2_69@1,7-407_v1_62@1,9303
1425,7-407,"7-407_v2_72@0==70,78","7-407_v1_65@0==70,78",non-peer,not-peer,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-407_v2_72@0,7-407_v1_65@0,9305
1426,7-407,"7-407_v2_74@0==171,192","7-407_v1_69@0==171,183",anticipatory activity,anticipation,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-407_v2_74@0,7-407_v1_69@0,9306
1427,7-407,"7-407_v2_75@0==93,110","7-407_v1_70@0==93,111",non-preregistered,non pre-registered,"Modify,Grammar","Modify,Clarity","Modify,Grammar","Modify,Grammar",ss,ss,7-407_v2_75@0,7-407_v1_70@0,9307
1428,7-697,"7-697_v2_31@8==132,174",,in vertical mandibular symmetry assessment,,"Add,Claim","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,7-697_v2_31@8,,9394
1429,7-697,"7-697_v2_36@3==90,152",,of predominantly vertical or horizontal mandibular asymmetries,,"Add,Fact/Evidence","Add,Clarity","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,7-697_v2_36@3,,9398
1430,7-697,"7-697_v2_36@3==222,230",,<REF-32>,,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,7-697_v2_36@3,,9398
1431,7-697,,"7-697_v1_35@3==147,151",,that,"Delete,Grammar","Delete,Grammar","Delete,Grammar","Delete,Grammar",ss,ss,,7-697_v1_35@3,9397
1432,7-697,"7-697_v2_31@8==117,124","7-697_v1_31@8==117,124",Habets’,Habet’s,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-697_v2_31@8,7-697_v1_31@8,9394
1433,7-697,"7-697_v2_17@5==30,133","7-697_v1_17@5==34,40",the Go’ (the reflection of subdivision tangen from ramus and corpus mandibular to the ramus borderline),gonion,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,7-697_v2_17@5,7-697_v1_17@5,9389
1434,7-697,"7-697_v2_35@1==243,276","7-697_v1_35@1==243,279",the complexity of TMD development,the complexity of development of TMD,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-697_v2_35@1,7-697_v1_35@1,9396
1435,7-697,"7-697_v2_38@1==8,15","7-697_v1_38@1==8,13",studies,study,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-697_v2_38@1,7-697_v1_38@1,9399
1436,7-697,"7-697_v2_38@1==91,107","7-697_v1_38@1==89,103",growing patients,young patients,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-697_v2_38@1,7-697_v1_38@1,9399
1437,7-697,"7-697_v2_38@1==108,111","7-697_v1_38@1==104,106",are,is,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-697_v2_38@1,7-697_v1_38@1,9399
1438,7-697,"7-697_v2_10@1==132,139","7-697_v1_10@1==132,139",,,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-697_v2_10@1,7-697_v1_10@1,9400
1439,7-697,"7-697_v2_23@0==76,105","7-697_v1_23@0==76,79",E.S. under supervised of T.B.,E.S,"Modify,Fact/Evidence","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-697_v2_23@0,7-697_v1_23@0,9390
1440,7-697,"7-697_v2_23@0==161,165","7-697_v1_23@0==136,144",done,selected,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-697_v2_23@0,7-697_v1_23@0,9390
1441,7-704,,"7-704_v1_20@2==78,101",,(as shown in Figure 3 ),"Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence",ss,ss,,7-704_v1_20@2,9411
1442,7-704,,"7-704_v1_20@2==102,105",,are,"Delete,Grammar","Delete,Grammar","Delete,Grammar","Delete,Grammar",ss,ss,,7-704_v1_20@2,9411
1443,7-704,"7-704_v2_4@0==266,283",,"<REF-1> , <REF-2>",,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,7-704_v2_4@0,,9412
1444,7-704,"7-704_v2_4@1==85,92",,<REF-3>,,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,7-704_v2_4@1,,9414
1445,7-704,"7-704_v2_4@2==150,157",,<REF-4>,,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,7-704_v2_4@2,,9416
1446,7-704,"7-704_v2_4@2==175,182",,<REF-5>,,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,7-704_v2_4@2,,9416
1447,7-704,"7-704_v2_4@2==195,202",,<REF-6>,,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,7-704_v2_4@2,,9416
1448,7-704,"7-704_v2_4@2==221,228",,<REF-7>,,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,7-704_v2_4@2,,9416
1449,7-704,"7-704_v2_4@2==253,260",,<REF-8>,,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,7-704_v2_4@2,,9416
1450,7-704,"7-704_v2_12@1==93,115",,and major air cavities,,"Add,Grammar","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,7-704_v2_12@1,,9425
1451,7-704,"7-704_v2_33@3==0,43","7-704_v1_34@4==0,33",The script will also output data registered,This will enable registering data,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-704_v2_33@3,7-704_v1_34@4,9420
1452,7-704,"7-704_v2_33@3==80,92","7-704_v1_34@4==70,73",which allows,and,"Modify,Clarity","Modify,Grammar","Modify,Clarity","Modify,Clarity",ss,ss,7-704_v2_33@3,7-704_v1_34@4,9420
1453,7-704,"7-704_v2_33@4==13,29","7-704_v1_34@5==13,77",researchers have,"using the upcoming new version of SimNIBS, researchers will have","Modify,Clarity","Modify,Clarity","Modify,Claim","Modify,Clarity",ss,ss,7-704_v2_33@4,7-704_v1_34@5,9421
1454,7-704,"7-704_v2_5@0==281,317","7-704_v1_5@0==281,297",electrode rotation or electrode type,rotation or type,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-704_v2_5@0,7-704_v1_5@0,9423
1455,7-704,"7-704_v2_12@1==87,88","7-704_v1_12@1==88,91",",",and,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-704_v2_12@1,7-704_v1_12@1,9425
1456,7-704,"7-704_v2_12@5==249,266","7-704_v1_12@5==248,269",or the cerebellum,", or brainstem nuclei","Modify,Claim","Modify,Fact/Evidence","Modify,Clarity","Modify,Claim",ss,ss,7-704_v2_12@5,7-704_v1_12@5,9426
1457,7-704,"7-704_v2_2@3==59,89","7-704_v1_2@3==59,73",the electric fields induced by,the effects of,"Modify,Fact/Evidence","Modify,Clarity","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,7-704_v2_2@3,7-704_v1_2@3,9427
1458,7-704,"7-704_v2_12@7==0,12","7-704_v1_12@6==0,13","Furthermore,","Additionally,","Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-704_v2_12@7,7-704_v1_12@6,9428
1459,7-704,"7-704_v2_13@0==30,46","7-704_v1_13@0==30,62",a custom version,"an extended, pre-release version","Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-704_v2_13@0,7-704_v1_13@0,9429
1460,7-704,"7-704_v2_13@5==74,75","7-704_v1_13@3==74,75",-,–,"Modify,Grammar","Modify,Clarity","Modify,Grammar","Modify,Grammar",ss,ss,7-704_v2_13@5,7-704_v1_13@3,9408
1461,7-704,"7-704_v2_20@4==0,52","7-704_v1_20@2==0,20",We provide scripts compatible with SimNIBS 2.1.1 for,The scripts used for,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,7-704_v2_20@4,7-704_v1_20@2,9411
1462,7-704,"7-704_v2_20@4==77,105","7-704_v1_20@2==45,57",tDCS-induced electric fields,tDCS effects,"Modify,Fact/Evidence","Modify,Clarity","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,7-704_v2_20@4,7-704_v1_20@2,9411
1463,7-704,"7-704_v2_25@3==274,401","7-704_v1_24@3==274,391",an automated atlas-based parcellation of the frontal lobe <REF-41> was applied to each individual brain to delineate the lDLPFC,applying automated atlas-based parcellation of the frontal lobe to delineate the lDLPFC region in each brain <REF-32>,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-704_v2_25@3,7-704_v1_24@3,9413
1464,7-704,"7-704_v2_25@4==175,178","7-704_v1_25@0==175,178",4x1,4×1,"Modify,Grammar","Modify,Clarity","Modify,Grammar","Modify,Grammar",ss,ss,7-704_v2_25@4,7-704_v1_25@0,9415
1465,7-704,"7-704_v2_25@4==194,230","7-704_v1_25@0==194,201",E-field magnitudes and distributions,effects,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Clarity","Modify,Fact/Evidence",ss,ss,7-704_v2_25@4,7-704_v1_25@0,9415
1466,7-704,"7-704_v2_25@6==27,61","7-704_v1_28@0==27,60",these results and that of Figure 4,the results presented in Figure 4,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-704_v2_25@6,7-704_v1_28@0,9417
1467,7-704,"7-704_v2_33@0==36,49","7-704_v1_34@0==36,47",SimNIBS 2.1.1,SimNIBS 2.0,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,7-704_v2_33@0,7-704_v1_34@0,9418
1468,7-704,"7-704_v2_20@0==170,186","7-704_v1_20@0==170,191",a custom version,a pre-release version,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-704_v2_20@0,7-704_v1_20@0,9409
1469,7-704,"7-704_v2_20@0==273,309","7-704_v1_20@0==278,286",<REF-38> and implemented in mri2mesh,<REF-29>,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,7-704_v2_20@0,7-704_v1_20@0,9409
1470,7-704,"7-704_v2_20@0==377,413","7-704_v1_20@0==355,363",<REF-39> and implemented in headreco,<REF-30>,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,7-704_v2_20@0,7-704_v1_20@0,9409
1471,7-704,"7-704_v2_2@0==45,75","7-704_v1_2@0==45,59",the electric field elicited by,the effects of,"Modify,Claim","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-704_v2_2@0,7-704_v1_2@0,9419
1472,7-738,"7-738_v2_8@3==51,75",,( Supplementary file 1 ),,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,7-738_v2_8@3,,9438
1473,7-738,"7-738_v2_17@9==119,156",,and the observed change on repeat EKG,,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,7-738_v2_17@9,,9444
1474,7-738,,"7-738_v1_8@5==13,25",,at this time,"Delete,Clarity","Delete,Fact/Evidence","Delete,Clarity","Delete,Clarity",ss,ss,,7-738_v1_8@5,9441
1475,7-738,,"7-738_v1_4@1==76,173",,"with some estimates placing the annual cost of care between $7,594 to $16,644 per patient <REF-3>","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence",ss,ss,,7-738_v1_4@1,9433
1476,7-738,"7-738_v2_4@4==19,31",,", therefore,",,"Add,Clarity","Add,Clarity","Add,Clarity","Add,Clarity",ss,ss,7-738_v2_4@4,,9434
1477,7-738,"7-738_v2_6@1==28,39","7-738_v1_6@1==28,38","left-sided,",left-sided,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-738_v2_6@1,7-738_v1_6@1,9435
1478,7-738,"7-738_v2_6@1==55,69","7-738_v1_6@1==54,67","non-radiating,",non-radiating,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-738_v2_6@1,7-738_v1_6@1,9435
1479,7-738,"7-738_v2_7@0==0,13","7-738_v1_7@0==0,13",On this visit,In this visit,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-738_v2_7@0,7-738_v1_7@0,9436
1480,7-738,"7-738_v2_8@3==0,23","7-738_v1_8@3==0,26",Cardiac catheterization,Left heart catheterization,"Modify,Fact/Evidence","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,7-738_v2_8@3,7-738_v1_8@3,9438
1481,7-738,"7-738_v2_17@9==0,9","7-738_v1_15@9==0,13",The clues,The only clue,"Modify,Fact/Evidence","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-738_v2_17@9,7-738_v1_15@9,9444
1482,7-738,"7-738_v2_17@10==0,5","7-738_v1_15@10==0,4",These,This,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-738_v2_17@10,7-738_v1_15@10,9445
1483,7-906,,"7-906_v1_2@2==0,5",,"Thus,","Delete,Clarity","Delete,Clarity","Delete,Clarity","Delete,Clarity",ss,ss,,7-906_v1_2@2,9511
1484,7-906,"7-906_v2_31@0==13,33","7-906_v1_31@0==13,29",the included studies,included studies,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_31@0,7-906_v1_31@0,9507
1485,7-906,"7-906_v2_31@0==34,36","7-906_v1_31@0==30,33",is,are,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_31@0,7-906_v1_31@0,9507
1486,7-906,"7-906_v2_33@9==53,69","7-906_v1_33@9==53,67",the first choice,a first choice,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_33@9,7-906_v1_33@9,9509
1487,7-906,"7-906_v2_26@2==40,60","7-906_v1_26@2==40,60",case-control studies,case control studies,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_26@2,7-906_v1_26@2,9505
1488,7-906,"7-906_v2_26@2==85,102","7-906_v1_26@2==85,100",a maximum 9 score,maximum 9 score,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_26@2,7-906_v1_26@2,9505
1489,7-906,"7-906_v2_42@5==44,62","7-906_v1_37@5==44,61",for their children,to their children,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_42@5,7-906_v1_37@5,9510
1490,7-906,"7-906_v2_43@2==3,11","7-906_v1_43@2==3,13",a result,the result,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_43@2,7-906_v1_43@2,9512
1491,7-906,"7-906_v2_44@3==0,17","7-906_v1_44@3==0,16","Marital problems,",Marital problems,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_44@3,7-906_v1_44@3,9513
1492,7-906,"7-906_v2_44@3==74,86","7-906_v1_44@3==73,84","individuals,",individuals,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_44@3,7-906_v1_44@3,9513
1493,7-906,"7-906_v2_50@3==87,93","7-906_v1_50@3==87,93",affect,effect,"Modify,Grammar","Modify,Fact/Evidence","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_50@3,7-906_v1_50@3,9515
1494,7-906,"7-906_v2_59@2==0,26","7-906_v1_57@2==0,25","Despite these limitations,",Despite these limitations,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_59@2,7-906_v1_57@2,9517
1495,7-906,"7-906_v2_59@3==0,5","7-906_v1_57@3==0,4","Also,",Also,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_59@3,7-906_v1_57@3,9518
1496,7-906,"7-906_v2_22@1==0,14","7-906_v1_22@1==0,12",A third author,Third author,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_22@1,7-906_v1_22@1,9519
1497,7-906,"7-906_v2_26@7==42,48","7-906_v1_26@7==42,47",scores,score,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_26@7,7-906_v1_26@7,9506
1498,7-906,"7-906_v2_26@7==54,80","7-906_v1_26@7==53,75",the Newcastle–Ottawa scale,Newcastle–Ottawa scale,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_26@7,7-906_v1_26@7,9506
1499,7-906,"7-906_v2_22@4==44,62","7-906_v1_22@4==44,58",the categorization,categorization,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,7-906_v2_22@4,7-906_v1_22@4,9520
1500,111-ARR,"111-ARR_v2_16@7==32,38","111-ARR_v1_10@8==33,39",copies,copied,"Modify,Grammar",,,"Modify,Grammar",ss,ss,111-ARR_v2_16@7,111-ARR_v1_10@8,193
1501,111-ARR,"111-ARR_v2_16@7==39,58","111-ARR_v1_10@8==40,64",the inputs verbatim,input sentences verbatim,"Modify,Clarity",,,"Modify,Clarity",ss,ss,111-ARR_v2_16@7,111-ARR_v1_10@8,193
1502,111-ARR,"111-ARR_v2_16@7==82,102","111-ARR_v1_10@8==87,111",changing their style,transferring their style,"Modify,Clarity",,,"Modify,Clarity",ss,ss,111-ARR_v2_16@7,111-ARR_v1_10@8,193
1503,111-ARR,"111-ARR_v2_2@1==150,160","111-ARR_v1_2@1==148,158",using just,using only,"Modify,Clarity",,,"Modify,Clarity",ss,ss,111-ARR_v2_2@1,111-ARR_v1_2@1,190
1504,111-ARR,"111-ARR_v2_2@1==193,209","111-ARR_v1_2@1==191,218",style extraction,extracting the target style,"Modify,Clarity",,,"Modify,Clarity",ss,ss,111-ARR_v2_2@1,111-ARR_v1_2@1,190
1505,111-ARR,"111-ARR_v2_2@1==54,68","111-ARR_v1_2@1==52,65",style-labelled,stylelabelled,"Modify,Grammar",,,"Modify,Grammar",ss,ss,111-ARR_v2_2@1,111-ARR_v1_2@1,190
1506,111-ARR,"111-ARR_v2_2@1==69,75","111-ARR_v1_2@1==66,73",corpus,corpora,"Modify,Clarity",,,"Modify,Clarity",ss,ss,111-ARR_v2_2@1,111-ARR_v1_2@1,190
1507,111-ARR,"111-ARR_v2_2@3==0,14","111-ARR_v1_2@3==0,12",We notice that,We find that,"Modify,Clarity",,,"Modify,Clarity",ss,ss,111-ARR_v2_2@3,111-ARR_v1_2@3,199
1508,111-ARR,"111-ARR_v2_2@3==24,32","111-ARR_v1_2@3==22,29",few-shot,fewshot,"Modify,Grammar",,,"Modify,Grammar",ss,ss,111-ARR_v2_2@3,111-ARR_v1_2@3,199
1509,111-ARR,"111-ARR_v2_2@3==67,80","111-ARR_v1_2@3==64,94",often copying,with a strong tendency to copy,"Modify,Clarity",,,"Modify,Clarity",ss,ss,111-ARR_v2_2@3,111-ARR_v1_2@3,199
1510,111-ARR,"111-ARR_v2_3@3==62,156","111-ARR_v1_3@3==62,179","transfer tasks (sentiment transfer, simplification, gender neutralization, text anonymization)","transfer directions, including sentiment transfer, text simplification, gender neutralization and text anonymization,","Modify,Clarity",,,"Modify,Clarity",ss,ss,111-ARR_v2_3@3,111-ARR_v1_3@3,171
1511,111-ARR,"111-ARR_v2_3@4==0,16","111-ARR_v1_3@4==0,16","Finally, we find",Finally we found,"Modify,Grammar",,,"Modify,Grammar",ss,ss,111-ARR_v2_3@4,111-ARR_v1_3@4,172
1512,111-ARR,"111-ARR_v2_3@4==61,77","111-ARR_v1_3@4==61,88",lack of datasets,lack of evaluation datasets,"Modify,Clarity",,,"Modify,Clarity",ss,ss,111-ARR_v2_3@4,111-ARR_v1_3@4,172
1513,111-ARR,"111-ARR_v2_3@5==124,133","111-ARR_v1_3@5==152,166",this data,this dataset 1,"Modify,Clarity",,,"Modify,Clarity",ss,ss,111-ARR_v2_3@5,111-ARR_v1_3@5,175
1514,111-ARR,"111-ARR_v2_3@5==94,114","111-ARR_v1_3@5==128,142",four Indic languages,four languages,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,111-ARR_v2_3@5,111-ARR_v1_3@5,175
