,doc_name,node_ix_src,text_src,label
417,7-229,7-229_v1_report32057_4@1,Birds move and how a listener can track the number of individuals that occur over that interval is likely very problematic.,Weakness
418,7-229,7-229_v1_report32057_4@2,You need to justify that this did not occur for people to believe this numerical estimates.,Weakness
419,7-229,7-229_v1_report32057_4@3,How you analyzed abundance is unclear regardless (see below).,Weakness
420,7-229,7-229_v1_report32057_5@0,"In the methods you never use the terms alpha, beta or gamma when describing richness.",Implicit edit suggestion
421,7-229,7-229_v1_report32057_5@1,Yet the figures do. You need to clarify the equations used to calculate beta in particular.,Weakness
422,7-229,7-229_v1_report32057_5@2,How beta is computed needs to be described and the results described given the figure that includes it.,Weakness
423,7-229,7-229_v1_report32057_5@3,No measurement of beta diversity that I have read would have the range you shown in figure 2 so clarification of how is essential.,Implicit edit suggestion
424,7-229,7-229_v1_report32057_6@10,If so then is this a mixed model or are you using the maximum from each count with a random effect for site?,Weakness
425,7-229,7-229_v1_report32057_6@11,Would you not then need to control for month of the year?,Weakness
426,7-229,7-229_v1_report32057_6@7,What I am not clear is whether or not the ADONIS test incorporates this repeated measure component.,Weakness
427,7-229,7-229_v1_report32057_6@8,The other issue in analyses that is unclear is you say you use the sum of the maximum number of individuals vocalizing simultaneously.,Weakness
428,7-229,7-229_v1_report32057_7@0,Nowhere do I see rationale for using an 83% confidence interval.,Weakness
429,7-229,7-229_v1_report32057_7@1,It is rather atypical so should be justified.,Weakness
430,7-229,7-229_v1_report32057_8@0,The discussion fails to recognize the significant limitation of this study which is replication.,Weakness
431,7-229,7-229_v1_report32057_8@2,Since most of the other variables build from alpha richness it is not particularly surprising that the null models fit the best.,Weakness
432,7-229,7-229_v1_report32057_8@3,So making a really strong statement that there is no difference is not really a solid argument.,Weakness
433,7-229,7-229_v1_report32057_8@4,"There is not a huge effect size clearly, but with 100 replicates in each habitat then I suspect you would support far more complex models and be able to draw stronger conclusions.",Weakness
434,7-229,7-229_v1_report32057_9@0,The discussion also goes into talking about issues of this park that are not presented with the actual results.,Weakness
435,7-229,7-229_v1_report32057_9@1,While these things maybe happening their role in what is described as the question of concern seem like filler rather than important context from the research that was conducted.,Weakness
436,7-407,7-407_v1_report32577_10@0,"P.2, Para 1: need to identify the acronym ‘PRISMA’ after it is outlined.",Explicit edit suggestion
437,7-407,7-407_v1_report32577_11@0,"P. 2, Para 3, line 3: change ‘were’ to ‘where’",Explicit edit suggestion
438,7-407,7-407_v1_report32577_12@0,"……………….., line 4: change ‘Differently’ to ‘In addition,’",Explicit edit suggestion
439,7-407,7-407_v1_report32577_13@0,"Also, what is the rationale for utilising a distinct eligibility criterion? It seems that prior research focused on testing for a pre-stim signal that would match the post-stim presentation.",Weakness
440,7-407,7-407_v1_report32577_13@2,The authors claim this is ‘more comprehensive’ but it could just as easily be seen as less conservative.,Weakness
441,7-407,7-407_v1_report32577_14@0,"P.3, line 4: change to ‘this type of investigation’",Explicit edit suggestion
442,7-407,7-407_v1_report32577_15@0,Line 8: change ‘investigations’ to ‘research’.,Explicit edit suggestion
443,7-407,7-407_v1_report32577_16@0,Line 8: The point about studies possibly ‘missed’ by Mossbridge et al is not clear.,Implicit edit suggestion
444,7-407,7-407_v1_report32577_16@1,What makes you think any studies were ‘missed’ and why did you then include the same time period – ie from 2008 to 2010 – if you are ‘adding’ to the data it would make sense to begin your inclusion time from 2010 unless you have evidence that some studies were ‘missed’?,Implicit edit suggestion
445,7-407,7-407_v1_report32577_17@0,"P.3, Para 4: line 1: change ‘were studies were’ to ‘were studies where’",Explicit edit suggestion
446,7-407,7-407_v1_report32577_18@0,P.3 – is it possible to say a bit more about why some authors did not agree to share their data – looks distinctly odd.,Explicit edit suggestion
447,7-407,7-407_v1_report32577_19@0,"P.4, Para 6: sentence referring to ‘Assink’ doesn’t make sense – unless you move the ref out of parenthesis and into the sentence.",Explicit edit suggestion
448,7-407,7-407_v1_report32577_20@0,P.4: Change ‘The Bayesian’ to ‘A Bayesian’. And pull the sentence with syntax to the same paragraph.,Explicit edit suggestion
449,7-407,7-407_v1_report32577_21@0,"P. 4: Change: ‘Even if with our search activity we are quite….’ To ‘The robust search is likely to have reduced the probability of a publication bias occurring. Nevertheless, to test this a statistical estimation was conducted using the Copas selection model, as recommended by Jin et al’",Explicit edit suggestion
450,7-407,7-407_v1_report32577_23@0,Keep tense to past ie peer reviewed not review.,Explicit edit suggestion
451,7-407,7-407_v1_report32577_24@0,It doesn’t make sense to compare data from the current review to Mossbridge et al ‘if’ both sets of data contain the same studies – as this would lead to obvious similarities etc.,Weakness
452,7-407,7-407_v1_report32577_24@1,To an extent this seems to be addressed by the data in Table 3 but not made clearly – ie why not simply state that when X studies were excluded due to Y reasons the overall effect was still significant?,Implicit edit suggestion
453,7-407,7-407_v1_report32577_25@0,I don’t see the moderation results for PeerRev reported here?,Weakness
454,7-407,7-407_v1_report32577_26@0,The reported ‘small difference between the peer reviewed and non-peer reviewed’ is vague and unhelpful.,Weakness
455,7-407,7-407_v1_report32577_26@1,"State clearly what was found – ie, are they ‘significantly different’ if not then they are not ‘different’ in any meaningful way.",Implicit edit suggestion
456,7-407,7-407_v1_report32577_27@0,"Under ‘Publication bias’ I think para 2, 3 and 4 (which appears on P.6) should be joined as one single paragraph.",Explicit edit suggestion
457,7-407,7-407_v1_report32577_29@0,This is rather poor and reads like a list of points.,Weakness
458,7-407,7-407_v1_report32577_29@1,There needs to be some discussion here not simply a repetition of the data.,Implicit edit suggestion
459,7-407,7-407_v1_report32577_29@2,"Ie – given this effect size how would the authors attempt to account for it? what are the implications of such a finding? Is there any scope for teasing out of the data any factors that may/may not influence the outcome – e.g., a possible relationship between the PAA and the various DV measures used?",Implicit edit suggestion
460,7-407,7-407_v1_report32577_2@0,"P.2, Line 21: Not sure I would agree with ‘body predicting moments ahead of time’ as this suggests understanding – try ‘reacting ahead of time’ or simply ‘physiological changes ahead…’",Explicit edit suggestion
461,7-407,7-407_v1_report32577_30@0,The point relating to the work of Jolij and Bierman is again vague and unclear.,Implicit edit suggestion
462,7-407,7-407_v1_report32577_30@1,What evidence precisely are you referring to here and how/why is this similar to the ‘psychological research’ [and what does this refer to?],Implicit edit suggestion
463,7-407,7-407_v1_report32577_31@0,What is the ‘conventional research program’ of Kittenis?,Weakness
464,7-407,7-407_v1_report32577_32@0,"How, exactly, does the single trial work of Mossbridge counter QRP?",Implicit edit suggestion
465,7-407,7-407_v1_report32577_3@1,Were any clear differences in PAA effects reported between these tasks?,Implicit edit suggestion
466,7-407,7-407_v1_report32577_4@0,"Also, given the ‘broad range of physiological measures’ used to assess such changes were there any key differences here?",Weakness
467,7-407,7-407_v1_report32577_5@0,"P.2, Para 2, final sentence: the ‘evidence from mainstream research’ – what specifically does this refer to? Behavioural effects?",Explicit edit suggestion
468,7-407,7-407_v1_report32577_5@1,Ie changes in accuracy and/or response times and if so could do with a clear reference.,Weakness
469,7-407,7-407_v1_report32577_6@0,"P. 2, Para 3, line 9: ‘forwarded’ doesn’t make sense.",Explicit edit suggestion
470,7-407,7-407_v1_report32577_6@1,Do you mean ‘proposed as a potential framework/theory’?,Explicit edit suggestion
471,7-407,7-407_v1_report32577_7@0,"P. 2, Para 3: Not sure I’d agree that using physiological markers to ‘predict’ future events is a ‘second objective’ measure.",Weakness
472,7-407,7-407_v1_report32577_8@0,"P. 2, Para 3: the vague references to ‘presentiment piggybacking onto mainstream research’ needs clarifying and supporting with references.",Explicit edit suggestion
473,7-407,7-407_v1_report35197_10@0,- More discussion of the risks of p-hacking in biasing results in the discussion section,Implicit edit suggestion
474,7-407,7-407_v1_report35197_10@1,- Separated analyses of pre-registered confirmatory studies and exploratory studies and discussion comparing the two,Implicit edit suggestion
475,7-407,7-407_v1_report35197_10@2,"- For exploratory studies in the study tables, include the experimenter expectation of whether the hypothesis will be verified (such as in Galak, LeBoeuf, Nelson, & Simmons, 2012)",Explicit edit suggestion
476,7-407,7-407_v1_report35197_10@3,- Show whether multiple comparison corrections were made for exploratory studies,Weakness
477,7-407,7-407_v1_report35197_11@1,But a meta-analysis should not include them without major caveats due to potential distortions of the effect size.,Weakness
478,7-407,7-407_v1_report35197_14@0,"- “The presentiment hypothesis calls for a difference between arousing and neural pre-stimulus response and this is calculated across sessions” is not always true. For example, the hypothesis could also cover the difference between two different types of arousing stimulus (for example, auditory versus visual stimulus or two different types of visual stimulus).",Weakness
479,7-407,7-407_v1_report35197_14@1,"- Further discussion should be included for the observations mentioned of the second-to-last paragraph of the discussion; otherwise, it may be unclear why these studies are interesting as the paper asserts.",Explicit edit suggestion
480,7-407,7-407_v1_report35197_6@0,"By far the most serious concern is the third, that of multiple comparisons or p-hacking, which I do not believe is adequately addressed by either the discussion or conclusion sections.",Implicit edit suggestion
481,7-407,7-407_v1_report35197_6@1,Two sentences in the conclusion are not sufficient to address this serious concern.,Implicit edit suggestion
482,7-697,7-697_v1_report34686_3@0,"For better clarity and understanding, especially for the readers who are new to this subject, it would be appropriate if the authors could provide more details on Kjellberg's technique in the 'Methods' section.",Implicit edit suggestion
483,7-697,7-697_v1_report34686_3@1,"To enhance it further, it should include the exclusion criteria as well.",Implicit edit suggestion
484,7-697,7-697_v1_report34688_2@0,"- Could you please state more about the Kjellberg’s technique, it is not well described in the methods section of your paper?",Implicit edit suggestion
485,7-697,7-697_v1_report34688_2@1,- Could you please inform about the study design (descriptive or analytic study)?,Implicit edit suggestion
486,7-697,7-697_v1_report34688_2@2,- Could you please inform about the sampling method and how to determine the sample size?,Implicit edit suggestion
487,7-697,7-697_v1_report34688_2@3,"- You only mention the inclusion criteria, what about the exclusion criteria? Please mention it.",Implicit edit suggestion
488,7-697,7-697_v1_report34688_2@4,- Please mention and inform who examined the patient? How to examine the patient? Please explain.,Implicit edit suggestion
489,7-697,7-697_v1_report34688_2@5,- How about the competency of the examiner? How many people? How to calibrate each examiner’s perception. Please mention also who is in charge for radiographic image interpretation?,Implicit edit suggestion
490,7-704,7-704_v1_report34789_5@2,"Also, at least some air cavities are segmented (missing from the caption of figure 2).",Implicit edit suggestion
491,7-704,7-704_v1_report34789_6@1,"It may be helpful to list this as a limitation, for instance, in ""Creation of head models"".",Implicit edit suggestion
492,7-704,7-704_v1_report34789_8@0,"Electric fields are not ""effects"".",Weakness
493,7-704,7-704_v1_report37428_10@1,Please clarify this sentence.,Explicit edit suggestion
494,7-704,7-704_v1_report37428_12@0,"- In “Introduction” section, the first 3 sentences in the first paragraph are general statements but lack references. Please add.",Explicit edit suggestion
495,7-704,7-704_v1_report37428_12@1,"- In “Introduction” section, 2 nd paragraph, what do you mean by “rotation or type”?",Implicit edit suggestion
496,7-704,7-704_v1_report37428_2@2,So the title of this manuscript should be “non-invasive electric brain stimulation”,Explicit edit suggestion
497,7-704,7-704_v1_report37428_3@0,"2) The authors only discussed there are inter-individual variabilities in E-field distributions, but did not say anything about how the E-field differs (or is similar) between the healthy subjects and depression subjects, and why.",Implicit edit suggestion
498,7-704,7-704_v1_report37428_4@2,Please discuss this as one limitation of this work.,Implicit edit suggestion
499,7-704,7-704_v1_report37428_5@1,So the section name should be “Methods and Results”.,Explicit edit suggestion
500,7-704,7-704_v1_report37428_6@2,Please briefly describe how this was done.,Implicit edit suggestion
501,7-704,7-704_v1_report37428_6@3,Was some atlas registered to each individual brain to extract the region?,Weakness
502,7-704,7-704_v1_report37428_7@0,"6) You said SimNIBS 2.1 was used, but did not mention which function was used for the segmentation.",Implicit edit suggestion
503,7-704,7-704_v1_report37428_8@1,"” This is not clear to me. Did you combine “headreco” and “mri2mesh”? Also if you used SPM12, there should be a tissue type “air cavities”, but from Figure 1, this “air cavities” is not there.",Implicit edit suggestion
504,7-738,7-738_v1_report35031_2@0,- Introduction: The authors on citing the cost of care for PE rely on an old article whereas there are more recent articles providing more current cost estimates. See citation added below 1 .,Implicit edit suggestion
505,7-738,7-738_v1_report35031_2@1,- The authors use of punctuation marks while describing the characteristics of chest pain needs to be reviewed.,Implicit edit suggestion
506,7-738,7-738_v1_report35031_2@2,"- Is ""in this visit"" the right phrase to use or ""on this visit"" the proper one?",Implicit edit suggestion
507,7-738,7-738_v1_report35031_2@3,"- A review of this sentence ""Oxygen saturation dropped to 91% in room air while the patient laid on catheterization table but improved with supplemental oxygen via nasal cannula"" is needed.",Implicit edit suggestion
508,7-738,7-738_v1_report35031_2@5,"- Post coronary angiogram, while in the cath lab, did the patient still complain of chest pain, was he tachypneic, or in distress that led to desaturation to 91%? A lot health care providers will not get a CTA chest for O2 saturation of 91% without other symptoms. On seeing normal coronary arteries, prior symptoms could have been ascribed to MINOCA. See citation 2 2 .",Implicit edit suggestion
509,7-738,7-738_v1_report35034_2@0,- The initial presentation with chest pain which resolved with administration of 325mg aspirin: did the team think it was pulmonary embolism.Is it usual for embolism to respond with single low dose aspirin.,Implicit edit suggestion
510,7-738,7-738_v1_report35034_2@1,"- The relief of patient's pain with Nitroglycerin, is it typical with chest pain from embolism.",Weakness
511,7-738,7-738_v1_report35034_5@0,I dont know how many pictorials that are allowed for case report by the journal but I would like the authors to include the baseline EKG of the patient on his first presentation to the hospital.,Weakness
512,7-906,7-906_v1_report35469_2@0,"- The methodological quality of the study is fair but I think it should be evaluated by an expert of Psychiatry in terms of psychology concepts, classifications of Psychological characteristics and other issues.",Implicit edit suggestion
513,7-906,7-906_v1_report35469_2@1,- Maybe the category of “Psychological factors relating to children” is not needed.,Explicit edit suggestion
514,7-906,7-906_v1_report35469_2@3,- The introduction section of manuscript needs more clarification on parenting styles and factors contributing to raising children and the importance of .,Explicit edit suggestion
515,7-906,7-906_v1_report35469_2@4,"- The discussion section just has repeated the results, while it should compare the results with those from other studies, and provide possible reasons to explain the results with additional clarifications. Moreover it should be written in order of most to least important.",Explicit edit suggestion
516,7-906,7-906_v1_report35469_2@5,"- The conclusions section is just one recommendation, not the real conclusion. It should be written more powerful and as a real conclusion of research which re-states the main points in a new concise way.",Explicit edit suggestion
517,7-906,7-906_v1_report35469_2@6,- It should be worked to improve the quality of the English grammar throughout the manuscript.,Implicit edit suggestion
518,7-906,7-906_v1_report44614_1@2,"However, the manuscript did not establish a clear research gap and a clear research purpose.",Implicit edit suggestion
519,7-906,7-906_v1_report44614_1@3,The author(s) did not provide logic rationales for the research.,Implicit edit suggestion
520,7-906,7-906_v1_report44614_1@4,"What’s more, there is not a logical introduction to deduce the research questions.",Explicit edit suggestion
521,7-906,7-906_v1_report44614_1@5,"In other words, more attention should be paid for the major issues.",Implicit edit suggestion
522,7-906,7-906_v1_report44614_1@6,"Therefore, I do not think the manuscript should be indexed.",Weakness
523,7-906,7-906_v1_report44614_3@0,"- There are many models for parenting styles in the literature. Different model may relate with different factors. However, the author(s) did not touch this issue. Or rather, this is not a logical introduction to this paper. Accordingly, this manuscript cannot have a significant contribution in theory or practice.",Explicit edit suggestion
524,7-906,7-906_v1_report44614_3@1,- The definition of “parenting styles” in the first sentence is not liberal. And it cannot reflect the main meaning of parenting style in literature.,Explicit edit suggestion
525,7-906,7-906_v1_report44614_3@2,"- In Introduction section, the concepts and theory are not clear. Authors should clearly describe parenting styles, the factors and models. Meanwhile, the research questions and significance of the study should also be clearly stated.",Explicit edit suggestion
526,7-906,7-906_v1_report44614_3@3,- I cannot see a thorough review for “review of parenting style” in literature. This should be the foundation of the current manuscript.,Explicit edit suggestion
527,7-906,7-906_v1_report44614_3@4,"- In Method section, each subsection is well defined with clear headings, but in “search strategy” section, I find it difficult to understand why the retrieved articles were based on medical subject headings.",Explicit edit suggestion
528,7-906,7-906_v1_report44614_3@5,"- After results, the author(s) should explain the results and compare the results to those previous review works in the literature, rather than simply repeating the results.",Explicit edit suggestion
529,7-906,7-906_v1_report44614_3@6,- The author(s) should also add some sections as contribution and implication section to discuss the contributions of the manuscript in theory at least.,Implicit edit suggestion
530,7-906,7-906_v1_report44614_3@7,- The authors should reorganize the paragraphs based on the importance of factors or some other logics.,Implicit edit suggestion
531,7-906,7-906_v1_report44614_3@8,"- The writing and grammar should be improved, and the manuscript is limited by the lack of clarity in the writing.",Implicit edit suggestion
532,86-ARR,86-ARR_v1_review1_3@1,1. The Methodology section is very hard to follow.,Weakness
533,86-ARR,86-ARR_v1_review1_3@12,"4. Some details like whether the results are averaged across multiple runs, and what the inter-annotator agreement was in the human evaluation are missing.",Implicit edit suggestion
534,86-ARR,86-ARR_v1_review1_3@2,The model architecture description is rather confusing and sometimes uses inconsistent notation.,Weakness
535,86-ARR,86-ARR_v1_review1_3@3,"For example, Section 2.2 introduces $v^p_{t-1}$ in the description which does not appear in the equations.",Weakness
536,86-ARR,86-ARR_v1_review1_3@4,"Some of the notation pertaining to the labels ($l_0$, $l_{t-1}$) initially gives the impression that a sequence of tokens are being generated as the label, which is not the case. 
",Weakness
537,86-ARR,86-ARR_v1_review1_3@5,"2. It is not clear why the baseline model considered for the NLI task is based on an older work (Conneau et al., 2017) and not the work by Kumar and Talukdar (2020), which seems more relevant to this work and is also cited in the paper.",Weakness
538,86-ARR,86-ARR_v1_review1_3@7,3. Some of the numbers presented in Table 1 are confusing.,Weakness
539,86-ARR,86-ARR_v1_review1_3@8,It is not clear how a BLEU score of 22.51 is obtained by evaluating the ground truth dataset against itself for the NLI task.,Weakness
540,86-ARR,86-ARR_v1_review1_3@9,It is also not explained how the perplexity results are obtained.,Weakness
541,86-ARR,86-ARR_v1_review1_4@10,It might help to add an example here to make this more convincing.,Explicit edit suggestion
542,86-ARR,86-ARR_v1_review1_4@11,"
-Line 043: comprehensibleness -> comprehensibility  -Line 044: human -> humans -Line 046: which nevertheless -> which are nevertheless -Line 059: With the annotated -> With annotated -Line 135: method achieve -> method achieves -Line 163: dataset annotated by human -> human-annotated dataset -Line 169: a MLP -> an MLP -Line 233: to better inference -> to do better inference/to infer better -Line 264: two distribution -> two distributions -Line 303: maximum the negative likelihood -> maximize the negative likelihood -Line 493--494: the opening quotes are incorrectly formatted -Line 509: exapmle -> example",Explicit edit suggestion
543,86-ARR,86-ARR_v1_review1_4@2,This paragraph would flow better if there were a sentence linking the two parts and making it explicit that the Transformer model is being used.,Explicit edit suggestion
544,86-ARR,86-ARR_v1_review1_4@4,"
-The description of the model architecture needs to be rephrased for clarity.",Explicit edit suggestion
545,86-ARR,86-ARR_v1_review1_4@6,"
-In Section 2.3, Line 266 the description states $L$, $R$ are conditioned on $X$. Presumably it is meant to be $L$, $E$ since no $R$ is introduced anywhere.",Explicit edit suggestion
546,86-ARR,86-ARR_v1_review1_4@8,"This was perhaps meant to be predicted labels and not the interpretations, unless the decoder here is generating the labels - this needs clarification or correction.",Explicit edit suggestion
547,86-ARR,86-ARR_v1_review2_3@1,"I’m not convinced that AFiRe (the adversarial regularization) brings significant improvement, especially because -BLEU improvements are small (e.g., 27.93->28.64; would humans be able to identify the differences?)
-Hyperparameter details are missing.",Implicit edit suggestion
548,86-ARR,86-ARR_v1_review2_3@10,"Sometimes, the X is not bolded but italicized (line 273).",Weakness
549,86-ARR,86-ARR_v1_review2_3@11,"Sometimes, the X is bolded but not italicized (line 156).",Weakness
550,86-ARR,86-ARR_v1_review2_3@12, -Line 296: L and E should be defined in the immediate vicinity.,Implicit edit suggestion
551,86-ARR,86-ARR_v1_review2_3@15,Having l’ and e’ as superscripts is confusing.,Weakness
552,86-ARR,86-ARR_v1_review2_3@2,"
-Human evaluation protocols, payment, etc. are all missing. Who are the raters? How are they ""educated"" and how do the authors ensure the raters provide good-faith annotations?",Implicit edit suggestion
553,86-ARR,86-ARR_v1_review2_3@3,"What is the agreeement?
Other baselines are not compared against.",Weakness
554,86-ARR,86-ARR_v1_review2_3@7," What’s the coefficient of the p(L, E | X) term in line 307? Why is it 1?  Hyperparamter details are missing, so it’s not clear whether baselines are well-tuned, and whether ablation studies provide confident results.",Weakness
555,86-ARR,86-ARR_v1_review2_3@8," The writing is not careful, and often impedes understanding.",Weakness
556,86-ARR,86-ARR_v1_review2_3@9,"
-Line 229: What’s t?
-Line 230: What’s n?
-Line 273: having X in the equation without defining it is a bit weird; should there be an expectation over X?
-Sometimes, the X is not bolded and not italicized (line 262).",Weakness
557,86-ARR,86-ARR_v1_review2_4@3,"
-Line 191: \cdot should be used instead of regular dot Section 2.1: It would be best to define the dimensionalities of everything.",Explicit edit suggestion
558,86-ARR,86-ARR_v1_review2_4@4,"
-Line 182: A bit confusing what the superscript p means.",Weakness
559,86-ARR,86-ARR_v1_review2_4@5,"
-Line 229: What’s t?
-Line 230: What’s n?  -Line 255: Comma should not start the line.",Explicit edit suggestion
560,192-ARR,192-ARR_v1_review4_4@0,"comments,_suggestions_and_typos.",No
561,169-ARR,169-ARR_v1_review2_4@1,Questions:      1.,No
562,152-ARR,152-ARR_v1_review1_2@2,"2. Experiments are solid, and analysises are comprehensive.",No
563,7-229,7-229_v1_report31795_5@5,I think you need to use point method.,No
564,2-238,2-238_v1_report4016_1@1,"The authors express a recombinant version of the protein, which has a His tag added to the N-terminus, and use this to explore potential substrates for the enzyme.",No
565,86-ARR,86-ARR_v1_review2_4@2,But it’s okay to use it as a coarse approximation of fluency.,No
566,3-189,3-189_v1_report5786_1@0,"This research note presents observations on the temporal and spatial distribution of spiny dogfish, Squalus acanthias , in the western North Atlantic Ocean.",No
567,7-407,7-407_v1_report35197_2@1,"Presentiment or Predictive Physiological Anticipation Studies (PAA) are typically criticized on these grounds (see, for example, Wagenmakers, Wetzels, Borsboom, Kievit, van der Maas, 2015):",No
568,21-ARR,21-ARR_v1_review1_1@1,This paper presents a knowledge distillation method based on MAML.,No
569,39-ARR,39-ARR_v1_review1_1@2,The paper claims that their intuition is using unlabelled data in training (line 097-101).,No
570,14-ARR,14-ARR_v1_review3_1@1,The authors propose a new learned metric for ranking the quality of generated visual stories.,No
571,7-229,7-229_v1_report32057_3@1,I previously have read your work on measuring distance to birds from ARUs.,No
572,157-ARR,157-ARR_v1_review1_1@0,paper_summary.,No
573,114-ARR,114-ARR_v1_review1_1@2,"The authors also develop a new training mechanism based on trigger saliency attribution, which uses saliency as evidence to enhance learning.",No
574,59-ARR,59-ARR_v1_review2_1@0,paper_summary.,No
575,86-ARR,86-ARR_v1_review1_3@11,"Would that be a valid way to present these results? 
",No
576,59-ARR,59-ARR_v1_review4_4@1,None,No
577,14-ARR,14-ARR_v1_review3_3@3,"
The author's contribution is in visual story generation evaluation; the task itself is somewhat niche, and so, while I think folks who evaluate on this dataset/setup should use this dataset, I suspect that the work's works impact will mostly be focused on that specific community.",No
578,14-ARR,14-ARR_v1_review3_3@0,summary_of_weaknesses.,No
579,7-704,7-704_v1_report37428_2@1,There is no simulation on magnetic stimulation (TMS).,No
580,7-1030,7-1030_v1_report36742_3@0,2. The number of citations was standardised by academic field – i.e. molecular biology.,No
581,1-21,1-21_v1_report457_3@13,b) the bacteria from the inactivated phage treatments do have a higher growth rate but were more susceptible to phages and thus had the same CFU.,No
582,157-ARR,157-ARR_v1_review2_1@3,"In addition to automatic evaluations, human evaluation is also conducted to demonstrate the effectiveness of DYNAMICTOC.",No
583,10-ARR,10-ARR_v1_review2_1@1,The paper studies methods for incorporating knowledge in generating reflective listening responses in psychological counseling conversations.,No
584,23-ARR,23-ARR_v1_review2_1@2,Paper hypothesize that problem of column operations is challenging for SOTA Text-to-SQL parsers.,No
585,7-229,7-229_v1_report31795_5@6,"For example, 30-40 points at each site.",No
586,7-1306,7-1306_v1_report37288_3@0,The following major comments should be addressed.,No
587,2-180,2-180_v1_report1747_3@1,Not only did low field pulsed magnetic stimulation prove unable to modify visual learning behavior or hippocampus spine density in these two population of mice but neither of the two showed (as should have been at least expected) significant differences in any of these two measures.,No
588,14-ARR,14-ARR_v1_review2_2@1,"1. They collect a very fine-grained and high-quality dataset for story generation evaluation consisting of both human and machine-generated stories. 
",No
589,25-ARR,25-ARR_v1_review1_4@13,"2020. 
",No
590,86-ARR,86-ARR_v1_review1_1@3,This is done by iteratively updating the predicted label at each explanation decoding step.,No
591,157-ARR,157-ARR_v1_review1_2@3,"2. With regard to details and organization: The authors re-organized the paper, and clearly stated the details in the proposed framework and dataset. 
",No
592,2-238,2-238_v1_report4017_1@1,"Although in vitro assays are sometimes useful for developing in vivo strategies, they are not ideal for screening and identifying optimal drugs.",No
593,170-ARR,170-ARR_v1_review1_1@7,"I am pleased to see the improvements the authors have made in reorganizing the paper, adding experimental results and analyses, etc.",No
594,59-ARR,59-ARR_v1_review1_1@3,"Second, the authors proposed a contrastive-probe method based on retrieval-based probing and self-supervised contrastive learning.",No
595,169-ARR,169-ARR_v1_review1_3@12,"As mentioned above, Campos et al. (2020) has already investigated using user feedback to fine-tune deployed QA models.",No
596,7-407,7-407_v1_report35197_11@0,Exploratory studies are necessary for advancing the field.,No
597,23-ARR,23-ARR_v1_review4_4@0,"comments,_suggestions_and_typos.",No
598,7-229,7-229_v1_report32057_6@6,"As it reads, I think your analyses using models with random effects are reasonable.",No
599,192-ARR,192-ARR_v1_review1_4@0,"comments,_suggestions_and_typos.",No
600,170-ARR,170-ARR_v1_review1_1@12,"Moreover, the authors conduct a comprehensive experiment.",No
601,25-ARR,25-ARR_v1_review1_1@5,"To avoid traditional quality checks, the authors introduced a random degraded model and monitored how crowdsourced workers rated those models compared to other pretrained models obtained from the ParlAI framework.",No
602,59-ARR,59-ARR_v1_review4_1@2,"To this end, the authors propose a new biomedical probing suite derived from UMLS and evaluate different PLMs with multiple probing techniques on it.",No
603,169-ARR,169-ARR_v1_review1_1@1,This work studies using human feedback as contextual bandit learning to improve QA models.,No
604,2-180,2-180_v1_report1747_3@3,"Among other important issues, the study emphasizes once more the importance of task titration.",No
605,110-ARR,110-ARR_v1_review1_1@4,They propose a new solution – intermediate training on tasks related to meaning matching.   ,No
606,3-189,3-189_v1_report6101_1@0,"This is an informative manuscript detailing previously unrecorded maximum water temperatures in which Spiny Dogfish, Squalus acanthias , have been encountered during a standardized survey off the coast of North Carolina.",No
607,7-222,7-222_v1_report31232_5@0,https://f1000researchdata.s3.amazonaws.com/linked/196501.Bence_Matyas_rev.pdf,No
608,7-906,7-906_v1_report35469_1@0,In my view this paper is valuable and suitable for indexing after doing the comments,No
609,192-ARR,192-ARR_v1_review3_3@0,summary_of_weaknesses.,No
610,10-ARR,10-ARR_v1_review2_4@1,See weaknesses,No
611,86-ARR,86-ARR_v1_review2_2@2,"The figures are well-designed and help readers understand the algorithms.
",No
612,10-ARR,10-ARR_v1_review3_1@3,Two methods for knowledge integration are proposed: a retrieval-based method and a generative method.,No
613,59-ARR,59-ARR_v1_review3_1@3,It is composed of a set of 19 handpicked relations with 1k instances per relation.,No
614,23-ARR,23-ARR_v1_review1_4@4,Are they the same as the formulas used in the dataset construction (Table 5)?,No
615,10-ARR,10-ARR_v1_review2_1@2,The contribution is trifold: a) the authors proposed a counseling knowledge dataset as well as the pipeline to automatically collect it.,No
616,110-ARR,110-ARR_v1_review1_1@17,The training set consisted of word-sentence pairs.,No
617,3-190,3-190_v1_report5802_1@3,Age was also estimated and compared in four of the samples by reading sectioned vertebrae.,No
618,25-ARR,25-ARR_v1_review1_3@3,"Some of the references are provided in the comments section. 
",No
619,172-ARR,172-ARR_v1_review1_1@0,paper_summary.,No
620,110-ARR,110-ARR_v1_review1_2@1,"The authors address the important problem of language models based on distributional hypothesis – words which occur in the same context may be of the same category but semantically significantly different, e.g. ‘cat’/ ‘dog’, ’long’/ ‘short’.",No
621,2-238,2-238_v1_report4017_4@0,In addition to this major problem there are a few other aspects of the paper that need to be addressed:,No
622,334-ARR,334-ARR_v1_review1_2@6,"4. The authors take many steps to anonymize the dataset, removing names, gender information, titles, locations, times, etc.   ",No
623,23-ARR,23-ARR_v1_review1_2@8,And it helps the parser to relieve the burden of reasoning and reduces the column operations to a column matching problem.,No
624,169-ARR,169-ARR_v1_review2_3@0,summary_of_weaknesses.,No
