doc_name,node_ix_src,text_src,edits,edits_count
14-ARR,14-ARR_edit_summary_4@0,"Authors added the big compound sentence with their facts explaining the shortcuts used in the study in the ""Data Analysis and Findings"" section.",14-ARR_v2_25@0===nan,1
14-ARR,14-ARR_edit_summary_5@0,"Authors updated the publication year of the citation in the ""Vrank"" section.",14-ARR_v2_28@2===14-ARR_v1_28@2,1
14-ARR,14-ARR_edit_summary_5@1,One clarity change was made.,14-ARR_v2_29@2===14-ARR_v1_29@2,1
14-ARR,14-ARR_edit_summary_5@2,In the next two statements authors updated the publication years of the citations.,14-ARR_v2_29@3===14-ARR_v1_29@3;14-ARR_v2_29@4===14-ARR_v1_29@4,2
14-ARR,14-ARR_edit_summary_6@0,"In the ""Experimental Settings"" small clarity change was made (autometric -> automatic metric).",14-ARR_v2_33@3===14-ARR_v1_33@3,1
14-ARR,14-ARR_edit_summary_6@1,After that clarity change was made (considered -> implement).,14-ARR_v2_40@1===14-ARR_v1_39@1,1
14-ARR,14-ARR_edit_summary_6@2,In the next sentence another word smithing clarity change was made.,14-ARR_v2_40@2===14-ARR_v1_39@2,1
14-ARR,14-ARR_edit_summary_6@3,Authors made small clarity change (The Reference Absence Algorithm -> This algorithm).,14-ARR_v2_43@1===14-ARR_v1_42@1,1
14-ARR,14-ARR_edit_summary_7@0,"In the ""results and Discussion"" authors made clarity change with an aim of word smithing.",14-ARR_v2_47@10===14-ARR_v1_47@10,1
14-ARR,14-ARR_edit_summary_7@1,"After that authors made small clarity change by the addition of the word ""such"".",14-ARR_v2_50@2===14-ARR_v1_49@2,1
14-ARR,14-ARR_edit_summary_8@0,In the next section authors made a clarity change (the benchmark the MANS dataser -> MANS dataset).,14-ARR_v2_54@1===14-ARR_v1_53@1,1
14-ARR,14-ARR_edit_summary_8@1,In the next sentence another small clarity change was made.,14-ARR_v2_54@2===14-ARR_v1_53@2,1
14-ARR,14-ARR_edit_summary_9@0,In the Appendix authors made three abbreviation clarity changes (Fig. -> Figure).,14-ARR_v2_61@0===14-ARR_v1_60@0;14-ARR_v2_61@2===14-ARR_v1_60@2;14-ARR_v2_61@4===14-ARR_v1_60@4,3
14-ARR,14-ARR_edit_summary_9@1,After that grammar punctuation change was made.,14-ARR_v2_65@2===14-ARR_v1_64@2,1
14-ARR,14-ARR_edit_summary_9@2,Factual sentnce was added with the information from the third party.,14-ARR_v2_69@5===nan,1
14-ARR,14-ARR_edit_summary_9@3,Claim sentence was added in the end of the paper.,14-ARR_v2_69@6===nan,1
59-ARR,59-ARR_edit_summary_1@0,"In the abstract, the acc@10 result was changed from 28% to 24%, and there is a wording clarity change.",59-ARR_v2_2@6===59-ARR_v1_2@6;59-ARR_v2_2@7===59-ARR_v1_2@7,2
59-ARR,59-ARR_edit_summary_2@0,"At the beginning of the introduction, a citation was added and the fact that the work was done at Cambridge was added.",59-ARR_v2_4@0===59-ARR_v1_4@0;59-ARR_v2_5@1===nan,2
59-ARR,59-ARR_edit_summary_2@1,"After that, there are more related citations added.",59-ARR_v2_10@0===59-ARR_v1_11@0,1
59-ARR,59-ARR_edit_summary_3@0,"In the MedLAMA section, information was moved from the appendix to table 2.",59-ARR_v2_14@7===59-ARR_v1_15@7,1
59-ARR,59-ARR_edit_summary_3@1,"After this section, in Existing Multi-token Knowledge Probing Approaches, some facts were added: the authors use a cloze-style query, the model predicts the masked token in an autoregressive manner and an illustration is provided.",59-ARR_v2_19@4===nan;59-ARR_v2_19@5===nan;59-ARR_v2_19@6===nan,3
59-ARR,59-ARR_edit_summary_3@2,"More information about retrieval-based probing and specifically probing PLMs on MedLAMA was added, as well as a claim regarding previous works.",59-ARR_v2_20@4===nan;59-ARR_v2_20@5===nan;59-ARR_v2_21@0===nan;59-ARR_v2_21@1===nan;59-ARR_v2_21@2===nan,5
59-ARR,59-ARR_edit_summary_3@3,"At the end of this section, more author's facts about the objective function and a subsection regarding retrieval-based probing were added.",59-ARR_v2_29@1===nan;59-ARR_v2_30@0===nan;59-ARR_v2_30@1===nan,3
59-ARR,59-ARR_edit_summary_4@0,Citations and third-party methods were added in the Experiments section.,59-ARR_v2_35@4===59-ARR_v1_31@4,1
59-ARR,59-ARR_edit_summary_4@1,"Accuracy values were also modified, and details on results were moved.",59-ARR_v2_37@10===59-ARR_v1_36@4;59-ARR_v2_37@3===59-ARR_v1_33@3;59-ARR_v2_37@4===59-ARR_v1_33@4;59-ARR_v2_37@7===59-ARR_v1_36@1,4
59-ARR,59-ARR_edit_summary_4@2,"At the end of the section, author's facts about contrastive probing and a subsection title were removed, while new facts and a claim about the performance of PubMedBERT were added.",59-ARR_v2_39@3===nan;59-ARR_v2_39@4===nan;59-ARR_v2_39@5===nan;59-ARR_v2_39@6===nan;59-ARR_v2_39@7===nan;nan===59-ARR_v1_37@10;nan===59-ARR_v1_37@5;nan===59-ARR_v1_37@6;nan===59-ARR_v1_37@7;nan===59-ARR_v1_37@8;nan===59-ARR_v1_37@9,11
59-ARR,59-ARR_edit_summary_4@3,"The subsection title ""In-depth Analysis of Contrastive-Probe"" was also added.",59-ARR_v2_40@0===nan,1
59-ARR,59-ARR_edit_summary_5@0,"The section Comparing with BioLAMA was created, and facts about this comparison were moved from the end of the document, with a change in citation and some clarity changes.",59-ARR_v2_45@0===nan;59-ARR_v2_46@0===59-ARR_v1_53@0;59-ARR_v2_46@1===59-ARR_v1_53@1;59-ARR_v2_46@2===59-ARR_v1_53@2,4
59-ARR,59-ARR_edit_summary_5@1,"With this, more claims regarding the promising performance of Contrastive-Probe were added.",59-ARR_v2_46@3===nan;59-ARR_v2_46@4===nan;59-ARR_v2_46@5===nan,3
59-ARR,59-ARR_edit_summary_6@0,Limitations of Contrastive-Probe is also a new section.,59-ARR_v2_47@0===nan,1
59-ARR,59-ARR_edit_summary_6@1,"Here, the authors added some information about training and results, as well as some claims regarding the challenges of using this method.",59-ARR_v2_48@1===nan;59-ARR_v2_48@2===nan;59-ARR_v2_48@3===nan;59-ARR_v2_49@0===nan;59-ARR_v2_49@1===nan;59-ARR_v2_49@2===nan;59-ARR_v2_50@0===nan,7
59-ARR,59-ARR_edit_summary_7@0,"In the Related Work and Discussion, many facts about third-party methods were removed.",nan===59-ARR_v1_45@10;nan===59-ARR_v1_45@11;nan===59-ARR_v1_45@3;nan===59-ARR_v1_45@4;nan===59-ARR_v1_45@5;nan===59-ARR_v1_45@6;nan===59-ARR_v1_45@7;nan===59-ARR_v1_45@8;nan===59-ARR_v1_45@9,9
59-ARR,59-ARR_edit_summary_7@1,"The subsection title ""Biomedical Knowledge Probing"" was also removed, along with information about these methods and a short comparison with the presented method.",nan===59-ARR_v1_45@14;nan===59-ARR_v1_45@15;nan===59-ARR_v1_45@16;nan===59-ARR_v1_45@17,4
59-ARR,59-ARR_edit_summary_8@0,"The conclusion has a change of accuracy from 28% to 24% again, and information about table 5 and BioLAMA was removed.",59-ARR_v2_55@2===59-ARR_v1_47@2;nan===59-ARR_v1_50@0;nan===59-ARR_v1_53@3,3
59-ARR,59-ARR_edit_summary_8@1,"At the end of this section, the authors added some facts regarding their training and hyperparameters.",59-ARR_v2_60@0===nan;59-ARR_v2_60@1===nan;59-ARR_v2_60@2===nan,3
192-ARR,192-ARR_edit_summary_1@0,"The first paragraph of Abstract contains several grammar and clarity changes; the first, third and fifth sentences have grammatical changes and the second, sixth and the seventh ones are modified with the purpose of clarity.",192-ARR_v2_2@0===192-ARR_v1_2@0;192-ARR_v2_2@1===192-ARR_v1_2@1;192-ARR_v2_2@2===192-ARR_v1_2@2;192-ARR_v2_2@4===192-ARR_v1_2@4;192-ARR_v2_2@5===192-ARR_v1_2@5;192-ARR_v2_2@6===192-ARR_v1_2@6,6
192-ARR,192-ARR_edit_summary_1@1,"The eighth sentence which is the last one, is a modified fact about the effectiveness of author’s proposed model.",192-ARR_v2_2@7===192-ARR_v1_2@7,1
192-ARR,192-ARR_edit_summary_2@0,"The Introduction section also have many grammar changes including; second and third sentences of the first paragraph, first and third sentences of the second paragraph, first and second sentence of the third paragraph, second sentence of the fourth paragraph, and the one-sentence sixth paragraph.",192-ARR_v2_4@1===192-ARR_v1_4@1;192-ARR_v2_4@2===192-ARR_v1_4@2;192-ARR_v2_5@0===192-ARR_v1_6@0;192-ARR_v2_5@2===192-ARR_v1_6@2;192-ARR_v2_6@0===192-ARR_v1_7@0;192-ARR_v2_6@1===192-ARR_v1_7@1;192-ARR_v2_7@1===192-ARR_v1_8@1;192-ARR_v2_9@0===192-ARR_v1_10@0,8
192-ARR,192-ARR_edit_summary_2@1,"There are a fact and a claim modification in this section too; the fourth sentence of the fifth paragraph is a claim modification from “low-resource” to “zero-resource” languages, and a fact sentence and its citation on the basis of author’s model were deleted from end of the second paragraph.",192-ARR_v2_4@3===192-ARR_v1_4@3;nan===192-ARR_v1_6@5,2
192-ARR,192-ARR_edit_summary_3@0,"There are several grammar changes in the Related Work part as well; the one-sentence first paragraph, third sentence of the third paragraph, first and second sentences of the fourth paragraph, three sentences in the beginning of the fifth paragraph, third sentence of the sixth paragraph. Also, there is a fact change in the second sentence of the third paragraph omitting “mBERT” from pre-trained multilingual language model.",192-ARR_v2_13@0===192-ARR_v1_14@0;192-ARR_v2_15@1===192-ARR_v1_16@1;192-ARR_v2_15@2===192-ARR_v1_16@2;192-ARR_v2_16@0===192-ARR_v1_17@0;192-ARR_v2_16@1===192-ARR_v1_17@1;192-ARR_v2_17@0===192-ARR_v1_18@0;192-ARR_v2_17@1===192-ARR_v1_18@1;192-ARR_v2_17@2===192-ARR_v1_18@2;192-ARR_v2_18@2===192-ARR_v1_19@2,9
192-ARR,192-ARR_edit_summary_4@0,"Then, the second sentence of the first paragraph and the third sentence of the third paragraph in the Framework section contain grammar changes.",192-ARR_v2_20@1===192-ARR_v1_21@1;192-ARR_v2_21@2===192-ARR_v1_23@2,2
192-ARR,192-ARR_edit_summary_5@0,The second sentence of the Teacher Model section is modified grammatically and there are two clarity changes in the fourth and fifth sentences about similarity evaluator.,192-ARR_v2_25@2===192-ARR_v1_27@2;192-ARR_v2_25@4===192-ARR_v1_27@4;192-ARR_v2_25@5===192-ARR_v1_27@5,3
192-ARR,192-ARR_edit_summary_6@0,"Next, the title of the “Entity Recognizer Teacher” part is changed to “Entity Recognizer”.",192-ARR_v2_26@0===192-ARR_v1_28@0,1
192-ARR,192-ARR_edit_summary_7@0,The first sentence of the Siamese Entity Similarity Evaluator section has a minor clarity change as well as the first sentence of its fourth paragraph.,192-ARR_v2_33@0===192-ARR_v1_35@0;192-ARR_v2_36@0===192-ARR_v1_38@0,2
192-ARR,192-ARR_edit_summary_8@0,There are grammar changes in the title of the Teacher Student Distillation Learning part and its first sentence of the first paragraph.,192-ARR_v2_42@0===192-ARR_v1_44@0;192-ARR_v2_43@0===192-ARR_v1_45@0,2
192-ARR,192-ARR_edit_summary_8@1,The first sentence of the second paragraph is modified by making an abbreviation of “multi-lingual BERT” for clarification.,192-ARR_v2_44@0===192-ARR_v1_46@0,1
192-ARR,192-ARR_edit_summary_9@0,The Implementation Details section has a grammar change in the second sentence of the its second paragraph.,192-ARR_v2_56@2===192-ARR_v1_57@3,1
192-ARR,192-ARR_edit_summary_10@0,"Further, there are two grammar changes in the second sentence of the fifth paragraph and the first sentence of the sixth paragraph in the Comparison part.",192-ARR_v2_62@1===192-ARR_v1_63@1;192-ARR_v2_63@0===192-ARR_v1_64@0,2
192-ARR,192-ARR_edit_summary_11@0,The Ablation Study section has three grammar modifications in the third sentence of the second paragraph and the second sentences of the third and fourth paragraphs.,192-ARR_v2_66@2===192-ARR_v1_67@2;192-ARR_v2_67@1===192-ARR_v1_68@1;192-ARR_v2_68@1===192-ARR_v1_69@1;192-ARR_v2_73@1===192-ARR_v1_74@1,4
192-ARR,192-ARR_edit_summary_11@1,There is also a clarity modification by omitting the student model in the second sentence of the second paragraph.,192-ARR_v2_66@1===192-ARR_v1_67@1,1
192-ARR,192-ARR_edit_summary_11@2,The first sentence of the third paragraph contains a fact change about “MTMT w/o weighting”.,192-ARR_v2_67@0===192-ARR_v1_68@0,1
192-ARR,192-ARR_edit_summary_12@0,There is a grammar change in the second sentence of the second paragraph of the Case Study part.,192-ARR_v2_71@1===192-ARR_v1_72@1,1
192-ARR,192-ARR_edit_summary_13@0,The title of the Embeddings Distribution section and its second and third sentences are modified grammatically.,192-ARR_v2_72@0===192-ARR_v1_73@0;192-ARR_v2_73@2===192-ARR_v1_74@2,2
192-ARR,192-ARR_edit_summary_14@0,Then in the Effects of Weights part there are grammar changes in the first sentence of the first paragraph and the second sentences of the third and fourth paragraphs.,192-ARR_v2_75@0===192-ARR_v1_76@0;192-ARR_v2_77@1===192-ARR_v1_78@1;192-ARR_v2_78@2===192-ARR_v1_79@2,3
192-ARR,192-ARR_edit_summary_14@1,"As well, there is a clarity modification in the second sentence of the second paragraph by adding “fewer” before “low-confidence misrecognitions”.",192-ARR_v2_76@1===192-ARR_v1_77@1,1
192-ARR,192-ARR_edit_summary_15@0,And the last change is a grammatical one in the second sentence of the first paragraph in the Conclusion section.,192-ARR_v2_80@2===192-ARR_v1_81@2,1
110-ARR,110-ARR_edit_summary_1@0,In the Abstract authors made small grammar change.,110-ARR_v2_2@5===110-ARR_v1_2@5,1
110-ARR,110-ARR_edit_summary_2@0,In the Introduction authors made grammar change.,110-ARR_v2_4@0===110-ARR_v1_4@0,1
110-ARR,110-ARR_edit_summary_2@1,Two fact changes were made as authors corrected the publication years of the citations in two sentences.,110-ARR_v2_5@1===110-ARR_v1_5@1;110-ARR_v2_8@1===110-ARR_v1_8@1,2
110-ARR,110-ARR_edit_summary_2@2,Authors made another grammar change.,110-ARR_v2_8@4===110-ARR_v1_8@4,1
110-ARR,110-ARR_edit_summary_2@3,Small clarity change were made in two separate sentences (that -> which).,110-ARR_v2_10@0===110-ARR_v1_11@0;110-ARR_v2_9@1===110-ARR_v1_10@0,2
110-ARR,110-ARR_edit_summary_3@0,"In the ""Evaluation Metrics"" Section clarity change was made (the confidence score -> the prediction confidence score).",110-ARR_v2_26@0===110-ARR_v1_27@0,1
110-ARR,110-ARR_edit_summary_3@1,Authors explained their factual statement about the better model performance.,110-ARR_v2_26@1===110-ARR_v1_27@1,1
110-ARR,110-ARR_edit_summary_4@0,In the next section authors explained in more detail information about the models that they used.,110-ARR_v2_30@2===110-ARR_v1_31@2,1
110-ARR,110-ARR_edit_summary_4@1,Fact change was made as authors updated the publication year.,110-ARR_v2_30@5===110-ARR_v1_31@5,1
110-ARR,110-ARR_edit_summary_5@0,"Authors deleted the claim sentence in the ""Results for MWR"".",nan===110-ARR_v1_37@0,1
110-ARR,110-ARR_edit_summary_6@0,In the next section authors made grammar correction.,110-ARR_v2_42@2===110-ARR_v1_42@4,1
110-ARR,110-ARR_edit_summary_6@1,In the next sentence clarity change was made (a great many parameters -> many parameters).,110-ARR_v2_42@3===110-ARR_v1_42@5,1
110-ARR,110-ARR_edit_summary_7@0,Authors merged two sentences into one and also modified it by adding the claim statement.,110-ARR_v2_48@0===110-ARR_v1_48@0;110-ARR_v2_48@0===110-ARR_v1_48@1,2
110-ARR,110-ARR_edit_summary_7@1,"Clarity change was made as authors deleted ""despite their antonymy"".",110-ARR_v2_48@2===110-ARR_v1_48@3,1
110-ARR,110-ARR_edit_summary_7@2,Claim change was made about the training of the model.,110-ARR_v2_48@3===110-ARR_v1_48@4,1
110-ARR,110-ARR_edit_summary_7@3,Authors added the claim statement about the representativity.,110-ARR_v2_48@4===nan,1
110-ARR,110-ARR_edit_summary_7@4,Small clarity change was made.,110-ARR_v2_48@6===110-ARR_v1_48@6,1
110-ARR,110-ARR_edit_summary_8@0,"In the ""Meaning-Matching Task"" authors deleted ""Training details"".",nan===110-ARR_v1_52@4,1
110-ARR,110-ARR_edit_summary_8@1,Authors added two fact sentences about the values.,110-ARR_v2_53@1===nan;110-ARR_v2_53@2===nan,2
110-ARR,110-ARR_edit_summary_8@2,Small clarity change was made.,110-ARR_v2_54@7===110-ARR_v1_52@12,1
110-ARR,110-ARR_edit_summary_9@0,Authors modified the factual sentence about the training in the SAR task.,110-ARR_v2_59@1===110-ARR_v1_57@1,1
110-ARR,110-ARR_edit_summary_9@1,Small clarity change was  made (contextualised representations -> representations).,110-ARR_v2_59@6===110-ARR_v1_58@3,1
110-ARR,110-ARR_edit_summary_9@2,"Authors deleted the subtitle ""Catastrophic forgetting"".",nan===110-ARR_v1_59@0,1
110-ARR,110-ARR_edit_summary_9@3,Two grammar corrections of the models name were made.,110-ARR_v2_60@0===110-ARR_v1_59@1;110-ARR_v2_62@1===110-ARR_v1_61@1,2
110-ARR,110-ARR_edit_summary_10@0,Authors modified the factual sentence about the comparing of the models.,110-ARR_v2_67@1===110-ARR_v1_66@1,1
110-ARR,110-ARR_edit_summary_10@1,Then authors added four fact sentences about the training of the models.,110-ARR_v2_67@2===nan;110-ARR_v2_67@3===nan;110-ARR_v2_67@4===nan;110-ARR_v2_67@5===nan,4
110-ARR,110-ARR_edit_summary_10@2,Grammar updates were made in three sentences.,110-ARR_v2_68@1===110-ARR_v1_67@0;110-ARR_v2_68@2===110-ARR_v1_67@1;110-ARR_v2_68@5===110-ARR_v1_67@4,3
110-ARR,110-ARR_edit_summary_11@0,"In the ""Experiments on the NegNLI Dataset"" two grammar corrections were made in two separate sentences.",110-ARR_v2_70@0===110-ARR_v1_69@0;110-ARR_v2_71@0===110-ARR_v1_70@0,2
110-ARR,110-ARR_edit_summary_12@0,"In the ""Related work"" section authors made fact change updating the publication year.",110-ARR_v2_73@3===110-ARR_v1_72@3,1
110-ARR,110-ARR_edit_summary_12@1,In another sentence they made a grammar change.,110-ARR_v2_74@1===110-ARR_v1_73@1,1
110-ARR,110-ARR_edit_summary_12@2,The update of publication year was made.,110-ARR_v2_75@1===110-ARR_v1_74@1,1
110-ARR,110-ARR_edit_summary_12@3,Grammar change was made in the next sentence.,110-ARR_v2_75@3===110-ARR_v1_74@3,1
110-ARR,110-ARR_edit_summary_12@4,Four sentences were corrected grammaticaly in the last paragraph.,110-ARR_v2_76@0===110-ARR_v1_75@0;110-ARR_v2_76@1===110-ARR_v1_75@1;110-ARR_v2_76@3===110-ARR_v1_75@3;110-ARR_v2_76@4===110-ARR_v1_75@4,4
110-ARR,110-ARR_edit_summary_12@5,One publication year update and small clarity change (that -> which) were made.,110-ARR_v2_76@2===110-ARR_v1_75@2;110-ARR_v2_76@5===110-ARR_v1_75@5,2
110-ARR,110-ARR_edit_summary_13@0,"In the ""Summary and Outlook"" authors made small clarity change about distributional hypothesis.",110-ARR_v2_79@0===110-ARR_v1_78@0,1
1-12,1-12_edit_summary_1@0,"In the ""The fact(or)s"" section there is a clarity change for simplification and a minor grammar change.",1-12_v2_10@4===1-12_v1_10@4;1-12_v2_10@5===1-12_v1_10@5,2
1-12,1-12_edit_summary_1@1,"Right after that, in the hypothesis section, we have another clarity change regarding word order and simplification.",1-12_v2_12@1===1-12_v1_12@1,1
1-12,1-12_edit_summary_2@0,"Still in this section, there are some added facts from third parties about plasmepsin V and the ER membrane, one added reference, as well as one added claim regarding the N-terminal hydrophobic domain likely being a transmembrane signal anchor and one changed claim about plasmepsin V being tethered to the ER membrane by hydrophobic regions.",1-12_v2_16@2===1-12_v1_16@2;1-12_v2_16@3===nan;1-12_v2_16@4===nan;1-12_v2_16@5===1-12_v1_16@3;1-12_v2_16@8===1-12_v1_16@6,5
1-12,1-12_edit_summary_2@1,Another minor grammar change was also made.,1-12_v2_16@6===1-12_v1_16@4,1
1-12,1-12_edit_summary_3@0,"Further in the document, in the ""The way out"" section, there are a couple of grammar changes.",1-12_v2_28@3===1-12_v1_28@3;1-12_v2_32@6===1-12_v1_32@6,2
1-21,1-21_edit_summary_1@0,"At the end of the introduction, the claim of terminal investment not being observed in ""bacteria and phage"" was changed to ""bacteria subject to phage infection"".",1-21_v2_8@8===1-21_v1_8@7,1
1-21,1-21_edit_summary_2@0,"In the results section, there are five small grammar changes, a small wording change for clarity, added information from the experiments regarding the unchanged distribution of forward scatter and the added claim that bacterial shape probably remained unchanged throughout the experiment.",1-21_v2_10@0===1-21_v1_10@0;1-21_v2_10@3===1-21_v1_10@3;1-21_v2_10@5===1-21_v1_10@5;1-21_v2_13@0===1-21_v1_13@0;1-21_v2_13@2===1-21_v1_13@2;1-21_v2_13@3===nan;1-21_v2_13@4===1-21_v1_13@3;1-21_v2_16@0===1-21_v1_16@0,8
1-21,1-21_edit_summary_3@0,"In the discussion, the authors wrote the word ""bacterial"" to specify which progeny has increased survival chances and added many claims about the reasons for this response considering their experiment setup, the way bacteria function, as well as their predictions.",1-21_v2_18@1===1-21_v1_18@1;1-21_v2_18@3===nan;1-21_v2_18@4===nan;1-21_v2_18@5===nan;1-21_v2_18@6===nan;1-21_v2_18@7===nan,6
1-21,1-21_edit_summary_3@1,"The fact that the results are related to previous observations from third parties was added, and the authors also added a claim with some thoughts on the speed of phage killing bacterial hosts in the experiments of Gomez and Buckling.",1-21_v2_18@8===nan;1-21_v2_18@9===nan,2
1-21,1-21_edit_summary_3@2,"After that, a sentence was modified for clarity and another sentence was modified for grammar.",1-21_v2_18@10===1-21_v1_19@0;1-21_v2_18@11===1-21_v1_19@1,2
1-21,1-21_edit_summary_3@3,There is also an added claim about the response being expected to result in smaller individual size.,1-21_v2_18@14===nan,1
1-21,1-21_edit_summary_4@0,"At the end of the discussion, the authors modified a sentence to add the fact that there was no advantage of being exposed to inacitvated phage and extended the claimed suggestions for future studies saying that the adaptive nature of the response, as well as how it affects mechanisms of infeciton, recovery and resistance, should be investigated in greater depth.",1-21_v2_21@3===1-21_v1_22@3;1-21_v2_21@7===1-21_v1_22@7,2
1-21,1-21_edit_summary_5@0,There are a couple of grammar changes in the preliminary tests section and the added claim that the centrifugation method removed bound and unbound phage.,1-21_v2_28@4===1-21_v1_29@4;1-21_v2_28@7===1-21_v1_29@7;1-21_v2_28@8===1-21_v1_29@8,3
1-21,1-21_edit_summary_5@1,The authors also added the fact that no bound phages were seen after centrifugation.,1-21_v2_28@9===nan,1
1-21,1-21_edit_summary_6@0,"In the experiments using UV-inactivated phage, there is a clarity change for meaning extension and an added fact regarding how KB medium containing UV-inactivated phages was obtained in our experiments.",1-21_v2_30@1===1-21_v1_31@1;1-21_v2_30@3===nan,2
1-21,1-21_edit_summary_7@0,"There is a clarity format change in the measures section, as well as added claims about measures of OD being affected by changes in particle size, the reasons for this and also that the authors are conservative about the impact of phage exposure on growth rate.",1-21_v2_34@1===1-21_v1_35@1;1-21_v2_36@0===nan;1-21_v2_36@1===nan;1-21_v2_36@2===nan;1-21_v2_36@3===nan,5
86-ARR,86-ARR_edit_summary_1@0,"There are a couple of citation changes at the beggining of the introduction, followed by three small grammar changes.",86-ARR_v2_4@1===86-ARR_v1_4@1;86-ARR_v2_8@1===86-ARR_v1_8@1;86-ARR_v2_8@6===86-ARR_v1_8@6;86-ARR_v2_9@0===86-ARR_v1_9@0;86-ARR_v2_9@2===86-ARR_v1_9@2,5
86-ARR,86-ARR_edit_summary_1@1,"At the end of this section, there is another grammar change.",86-ARR_v2_12@0===86-ARR_v1_12@0,1
86-ARR,86-ARR_edit_summary_2@0,"The methodology section has two clarity wording changes, and the Task Description had two fact sentences regarding the architecture of the model removed.",86-ARR_v2_14@1===86-ARR_v1_14@1;86-ARR_v2_14@2===86-ARR_v1_14@2;nan===86-ARR_v1_16@1;nan===86-ARR_v1_16@2,4
86-ARR,86-ARR_edit_summary_3@0,"The Stepwise Integration Mechanism has a minimal grammar change, as well as a clarity modification at the end.",86-ARR_v2_21@1===86-ARR_v1_22@1;86-ARR_v2_35@2===86-ARR_v1_38@0,2
86-ARR,86-ARR_edit_summary_4@0,"In the Adversarial Fidelity Regularization, there is a wording change and a fact change about a variable.",86-ARR_v2_40@0===86-ARR_v1_44@0;86-ARR_v2_42@1===86-ARR_v1_46@1,2
86-ARR,86-ARR_edit_summary_4@1,"Later on, a change with the ""other"" label is seen.",86-ARR_v2_51@0===86-ARR_v1_55@0,1
86-ARR,86-ARR_edit_summary_4@2,"The Datasets section has a change of citation, as well as a grammar and a clarity modification.",86-ARR_v2_57@0===86-ARR_v1_61@0;86-ARR_v2_58@3===86-ARR_v1_62@3;86-ARR_v2_58@4===86-ARR_v1_62@4,3
86-ARR,86-ARR_edit_summary_5@0,"In Baselines NLI, a fact regarding the MLP layer of the transformer model was changed.",86-ARR_v2_60@3===86-ARR_v1_64@3,1
86-ARR,86-ARR_edit_summary_5@1,The Main Results had many author's facts and a few claims about inference promotion and interpretation promotion removed.,nan===86-ARR_v1_70@0;nan===86-ARR_v1_70@1;nan===86-ARR_v1_70@2;nan===86-ARR_v1_70@3;nan===86-ARR_v1_70@4;nan===86-ARR_v1_70@5;nan===86-ARR_v1_70@6;nan===86-ARR_v1_71@0;nan===86-ARR_v1_71@1;nan===86-ARR_v1_71@2;nan===86-ARR_v1_71@3;nan===86-ARR_v1_71@4;nan===86-ARR_v1_71@5,13
86-ARR,86-ARR_edit_summary_6@0,"In the Out-of-Domain Evaluation, there is a fact change from accuracy to absolute accuracy, as well as a fact change to add the deep integration in SIM as a reason for improvement of the model.",86-ARR_v2_67@0===86-ARR_v1_73@0;86-ARR_v2_67@2===86-ARR_v1_74@1,2
86-ARR,86-ARR_edit_summary_7@0,The beginning of the Analysis section has an added fact with an input example and a small grammar modification.,86-ARR_v2_73@1===nan;86-ARR_v2_73@4===86-ARR_v1_80@1,2
86-ARR,86-ARR_edit_summary_7@1,"Further in this section, two facts about examples from the model evaluation and a claim regarding the importance of AFiRe were added.",86-ARR_v2_75@1===nan;86-ARR_v2_75@2===nan;86-ARR_v2_76@4===nan,3
86-ARR,86-ARR_edit_summary_7@2,There is also another grammar change.,86-ARR_v2_76@1===86-ARR_v1_82@1,1
86-ARR,86-ARR_edit_summary_8@0,The Related Work has only a citation change.,86-ARR_v2_79@0===86-ARR_v1_86@0,1
19-ARR,19-ARR_edit_summary_1@0,Authors made the claim change in the abstract (to focus -> to depend).,19-ARR_v2_2@1===19-ARR_v1_2@1,1
19-ARR,19-ARR_edit_summary_1@1,In the next sentence they made small clarity change (generation tasks -> generation models).,19-ARR_v2_2@3===19-ARR_v1_2@3,1
19-ARR,19-ARR_edit_summary_2@0,In the Introduction authors significantly modified the sentence (ignored -> adopted) .,19-ARR_v2_6@0===19-ARR_v1_6@0,1
19-ARR,19-ARR_edit_summary_2@1,Authors made a factual change by the addition of the citation.,19-ARR_v2_6@1===19-ARR_v1_6@1,1
19-ARR,19-ARR_edit_summary_2@2,In the next sentence fract change was made as authors added the website where they have released the interfaces.,19-ARR_v2_8@0===19-ARR_v1_8@0,1
19-ARR,19-ARR_edit_summary_3@0,"In the ""BILLBOARD Framework"" section authors made grammar punctuation change.",19-ARR_v2_16@0===19-ARR_v1_15@0,1
19-ARR,19-ARR_edit_summary_3@1,In the nxt sentence fract change was made.,19-ARR_v2_16@1===19-ARR_v1_15@1,1
19-ARR,19-ARR_edit_summary_3@2,"Authors made small clarity change by the addition of the word ""them"".",19-ARR_v2_16@3===19-ARR_v1_15@3,1
19-ARR,19-ARR_edit_summary_4@0,"Authors made grammar correction to change ""that"" with ""where"" in the ""Ensemble of Metrics"".",19-ARR_v2_27@1===19-ARR_v1_31@3,1
19-ARR,19-ARR_edit_summary_5@0,"Authors updated the publication year in the first sentence of the ""Mixed-Effects Model Analysis"".",19-ARR_v2_30@0===19-ARR_v1_33@0,1
19-ARR,19-ARR_edit_summary_5@1,In the next sentence they deleted the citation.,19-ARR_v2_30@1===19-ARR_v1_33@1,1
19-ARR,19-ARR_edit_summary_6@0,"In the ""Design Choices and Discussion"" section there is grammar correction in the citation.",19-ARR_v2_37@6===19-ARR_v1_38@6,1
