edit_index,doc_name,node_ix_src,node_ix_tgt,text_src,text_tgt,gold,label
5619,68-ARR,68-ARR_v2_83@2,,"Combined with the negative/positive results of syntactic/semantic vectors in the cross-lingual STS task in SemEval-2017, the visualization demonstrates that S 2 DM can efficiently disassociate semantics from syntax.",,"Add,Fact/Evidence",Fact/Evidence
5697,80-ARR,80-ARR_v2_3@4,,Audio samples are available at https://neuralsvb.,,"Add,Fact/Evidence",Fact/Evidence
5698,80-ARR,80-ARR_v2_3@6,,Codes: https://github. com/MoonInTheRiver/NeuralSVB.,,"Add,Fact/Evidence",Fact/Evidence
5699,80-ARR,80-ARR_v2_69@0,,"SADTW is a kind of advanced APC method, which is designed for fine-tuning the amateur recording, but not for the case when the amateur recordings are completely out of tune.",,"Add,Claim",Claim
5700,80-ARR,80-ARR_v2_69@1,,"In the latter case, we recommend people to use Singing Voice Synthesis (synthesizing waveform from PPG and MIDI) + Singing Voice Conversion (converting the vocal timbre of the synthesized waveform into the user's), or some Speech to Singing (STS) methods.",,"Add,Claim",Claim
5701,80-ARR,80-ARR_v2_69@2,,"In addition, SADTW provides a score representing the similarity of two pitch curves, which could be used to determine what kind of SVB solution should be chosen.",,"Add,Claim",Claim
5702,80-ARR,80-ARR_v2_70@0,,"This work develops a possible automatic way for singing voice beautification, which may cause unemployment for people with related occupations.",,"Add,Claim",Claim
5703,80-ARR,80-ARR_v2_70@1,,"In addition, there is the potential for harm from piracy and abuse of our released recordings.",,"Add,Claim",Claim
5704,80-ARR,80-ARR_v2_70@2,,"Thus, we choose the dataset license: CC by-nc-sa 4.0.",,"Add,Fact/Evidence",Fact/Evidence
5705,80-ARR,80-ARR_v2_71@0,,F.1 For every submission F.1.1 Did you discuss the limitations of your work?,,"Add,Other",Other
5805,9-ARR,9-ARR_v2_5@7,,"Besides the overfitting of downstream task data, a rarely studied problem is that the PLMs usually overfit the pretraining tasks and data (Qi et al., 2020), which may have significant gap with the downstream task and data.",,"Add,Claim",Claim
5806,9-ARR,9-ARR_v2_6@1,,"Different from the standard finetuning paradigm (Fig. 1 (a)) which directly finetunes PLMs on the downstream task data, the key idea of NoisyTune is to add a small amount of noise to perturb PLMs parameters before finetuning (Fig. 1 (b)).",,"Add,Fact/Evidence",Fact/Evidence
5807,9-ARR,9-ARR_v2_6@6,,"In addition, the results show NoisyTune can be easily combined with many existing PLM finetuning methods and further improve their performance.",,"Add,Claim",Claim
5808,9-ARR,9-ARR_v2_8@0,,The goal of NoisyTune is for more effective finetuning of PLMs on downstream tasks.,,"Add,Claim",Claim
5809,9-ARR,9-ARR_v2_8@1,,"The motivation of NoisyTune is that PLMs are well pretrained on some unlabeled corpus with some self-supervision tasks, and they may overfit these pretraining data and tasks (Qi et al., 2020), which usually have gap with the downstream task and data.",,"Add,Fact/Evidence",Fact/Evidence
5810,9-ARR,9-ARR_v2_9@0,,"PLMs usually have different kinds of parameter matrices, such as query, key, value, and feedforward network matrices (Devlin et al., 2019).",,"Add,Fact/Evidence",Fact/Evidence
5811,9-ARR,9-ARR_v2_22@1,,"In addition, we explore whether our proposed matrix-wise perturbing method is better than using a unified global noise for all model parameters in PLMs.",,"Add,Fact/Evidence",Fact/Evidence
5812,9-ARR,9-ARR_v2_22@7,,"The results show that matrix-wise noise is a much better choice, since the different characteristics of different parameter matrices can be taken into consideration.",,"Add,Fact/Evidence",Fact/Evidence
5813,9-ARR,9-ARR_v2_24@0,,"From Fig. 1, it is very clear that NoisyTune is independent of the specific PLM finetuning method, since it is applied at the stage before finetuning PLM on the task-specific data.",,"Add,Fact/Evidence",Fact/Evidence
5814,9-ARR,9-ARR_v2_24@1,,"Thus, it is very easy to combine NoisyTune with any kind of existing PLM finetuning method.",,"Add,Claim",Claim
5815,9-ARR,9-ARR_v2_26@2,,2 The results are shown in Fig. 4.,,"Add,Fact/Evidence",Fact/Evidence
5816,9-ARR,9-ARR_v2_28@0,,Hyperparameter Analysis,,"Add,Other",Other
5817,9-ARR,9-ARR_v2_29@0,,"We study the influence of the most important hyperparameter in NoisyTune, i.e., λ, which controls the relative noise intensity.",,"Add,Fact/Evidence",Fact/Evidence
5818,9-ARR,9-ARR_v2_29@1,,The average GLUE scores w.r.t. different λ values are shown in Fig. 6.,,"Add,Fact/Evidence",Fact/Evidence
5819,9-ARR,9-ARR_v2_29@2,,"We find that when λ is too small or too large, the performance is not optimal.",,"Add,Fact/Evidence",Fact/Evidence
5820,9-ARR,9-ARR_v2_29@3,,"This is because when λ is too small, it is difficult for PLMs to do parameter space exploration and overcome the overfitting problem.",,"Add,Fact/Evidence",Fact/Evidence
5821,9-ARR,9-ARR_v2_29@4,,"While when λ is too large, the useful pretrained knowledge in PLMs may be overwhelmed by random noise.",,"Add,Claim",Claim
5822,9-ARR,9-ARR_v2_29@5,,Values between 0.1 and 0.15 are more suitable for NoisyTune on the GLUE datasets.,,"Add,Fact/Evidence",Fact/Evidence
5823,9-ARR,9-ARR_v2_31@2,,"NoisyTune is a very general method, and is PLM model agnostic, downstream task agnostic, and finetuning method agnostic.",,"Add,Claim",Claim
5892,90-ARR,90-ARR_v2_69@1,,"To generate our response, we sample entire dialogues from the language model and then re-rank the predicted dialogues with a reward function.",,"Add,Fact/Evidence",Fact/Evidence
5893,90-ARR,90-ARR_v2_75@3,,We train a model to parse the customer's flight requirements from the dialogue.,,"Add,Fact/Evidence",Fact/Evidence
5894,90-ARR,90-ARR_v2_75@4,,We execute these flight requirements against the table and compare the output to the flight that was actually booked; this determines the reward (i.e. if the correct flight was booked or not).,,"Add,Fact/Evidence",Fact/Evidence
5895,90-ARR,90-ARR_v2_82@1,,"Conversations generally begin with a greeting followed by some questioning / information gathering, and then finally the agent suggests a flight before ending the conversation.",,"Add,Fact/Evidence",Fact/Evidence
5896,90-ARR,90-ARR_v2_84@0,,In Table 5 we present a detailed breakdown of model errors.,,"Add,Fact/Evidence",Fact/Evidence
5897,90-ARR,90-ARR_v2_84@1,,"As expected, determining the flight to book, if any, is consistently shown to be the most challenging sub-task, as evidenced by the lower ""flight success rate"" and the lower F1 scores for ""no flight"", ""book"", and ""change"" on LM (GPT2small).",,"Add,Fact/Evidence",Fact/Evidence
5898,90-ARR,90-ARR_v2_84@2,,"In particular, ""change"" has a low recall, precision, and F1 score for all models because it makes up a very small 0.4% of the training data.",,"Add,Fact/Evidence",Fact/Evidence
5899,90-ARR,90-ARR_v2_84@3,,"Lastly, the ""constraint success"" row shows that even when CALM books the wrong flight, the flight it does books meets >80% of the customer's flight requirements on average.",,"Add,Fact/Evidence",Fact/Evidence
5900,90-ARR,90-ARR_v2_86@1,,All models are evaluated with greedy decoding.,,"Add,Fact/Evidence",Fact/Evidence
5901,90-ARR,90-ARR_v2_86@2,,"In addition to the full task success rate, we report success rate for each sub-component of the full task (status / flight / name).",,"Add,Fact/Evidence",Fact/Evidence
5902,90-ARR,90-ARR_v2_86@3,,"We also report recall (R), precision (P), and F1 score for task success under each type of high-level action (book / no flight / cancel / change / no reservation).",,"Add,Fact/Evidence",Fact/Evidence
5903,90-ARR,90-ARR_v2_86@4,,"Lastly, we report the average fraction of the customer's flight requirements that are met when the agent books the wrong flight (constraint success).",,"Add,Fact/Evidence",Fact/Evidence
5909,90-ARR,90-ARR_v2_62@0,,Removing any single component from CALM drops performance by at least 10%.,,"Add,Fact/Evidence",Fact/Evidence
5910,90-ARR,90-ARR_v2_65@0,,"CALM optimizes for task-specific measures of success, and while such measures might be comparatively simple for domains such as AirDialogue, in general specifying the right success measure or reward function may present challenges.",,"Add,Claim",Claim
5911,90-ARR,90-ARR_v2_65@1,,"Furthermore, as with all methods based on end-to-end language models, CALM is susceptible to internal biases and inconsistencies in the language model itself.",,"Add,Claim",Claim
5912,90-ARR,90-ARR_v2_65@2,,"There is for example no constraint that ensures that CALM produces truthful answers, or that it avoids harmful or socially unacceptable outputs.",,"Add,Claim",Claim
5913,90-ARR,90-ARR_v2_65@3,,"A practical deployable dialogue system would likely require additional measures to account for such issues, analogously to how learning-based methods for self-driving vehicles might require some additional safety mechanisms to ensure constraints, and indeed further research on reward specification, ensuring truthful outputs, and other constraint strategies for dialogue systems that combine language models and reward maximization is a promising and important direction.",,"Add,Claim",Claim
5914,90-ARR,90-ARR_v2_66@0,,"The context-conditioned supervised learning strategy used by CALM provides for reward maximization, but is in general not optimal for arbitrary reinforcement learning problems: in general RL settings, learning a value function with dynamic programming in general can attain significantly better returns than imitating high-performing trajectories, by recombining good parts of multiple different trajectories (which might individually be suboptimal) (Kostrikov et al., 2021;Kumar et al., 2022).",,"Add,Claim",Claim
5915,90-ARR,90-ARR_v2_66@1,,"The simple supervised learning strategy works well in the domain we tested, but extending CALM to use value-based reinforcement learning methods is a promising direction for future work.",,"Add,Claim",Claim
5916,90-ARR,90-ARR_v2_66@2,,"Indeed, the improvement obtained from planning on top of the CALM model likely indicates that the supervised learning approach we employ has room for improvement.",,"Add,Claim",Claim
5917,90-ARR,90-ARR_v2_66@3,,"Additionally, the auxiliary objectives and relabeling strategies we employ require some amount of domain-specific design, and more general strategies could be developed in future.",,"Add,Claim",Claim
5918,90-ARR,90-ARR_v2_67@0,,"Addressing these limitations in future work and developing more advanced methods that combine end-to-end language generation via large language models with concepts from reinforcement learning and planning is a promising research direction for making dialogue systems more capable, while also making language models more task aware.",,"Add,Claim",Claim
5919,90-ARR,90-ARR_v2_67@1,,We hope that CALM will serve as an indication for the potential of such methods.,,"Add,Claim",Claim
6180,2-131,2-131_v2_60@3,,Krebs et al. have also previously reported no significant differences in retinal thickness measurements before and after correction of segmentation errors of scans taken using Cirrus™ <REF-11> .,,"Add,Fact/Evidence",Fact/Evidence
6181,2-131,2-131_v2_61@0,,"The differences in the mean thickness values before and after correction in scans taken using Spectralis™ were most obvious in the central subfields of the retina (C1, N1, S1, T1, and I1) with the peripheral subfields being spared (N2, S2, T2 and I2).",,"Add,Fact/Evidence",Fact/Evidence
6182,2-131,2-131_v2_61@1,,This may be attributed to the fact that the pathology of AMD is located centrally and therefore pathology related inaccuracies in segmentation are more likely to occur in these subfields.,,"Add,Claim",Claim
6183,2-131,2-131_v2_63@4,,Krebs et al. evaluated the repeatability of retinal thickness measurements using Spectralis™ and Cirrus™ in patients with AMD.,,"Add,Fact/Evidence",Fact/Evidence
6184,2-131,2-131_v2_63@5,,For images taken using Spectralis™ the mean difference between repeated measurements was found to be within 11µm before correction and within 1µm after correction.,,"Add,Fact/Evidence",Fact/Evidence
6185,2-131,2-131_v2_63@6,,For images taken using Cirrus™ the mean difference between repeated measurements was found to be within 6µm before correction and within 4µm after correction <REF-15> .,,"Add,Fact/Evidence",Fact/Evidence
6186,2-131,2-131_v2_66@4,,"In addition, in a subset of patients that had a difference in the severity of disease, both eyes were included in the analysis; this may also have resulted in possible bias.",,"Add,Claim",Claim
6187,2-131,2-131_v2_66@5,,The Cirrus device that was used to capture the images did not have eye tracking and may have led to the slightly larger COR values when compared to Spectralis.,,"Add,Claim",Claim
6193,2-131,2-131_v2_28@0,,No formal sample size calculation was performed before the conduct of the study.,,"Add,Fact/Evidence",Fact/Evidence
6290,2-180,2-180_v2_8@0,,We used ephrin-A2 -/- mice because they have previously been shown to have a specific learning deficit <REF-18> .,,"Add,Fact/Evidence",Fact/Evidence
6291,2-180,2-180_v2_8@2,,Thus we aimed to examine a learning-mediated effect of rTMS on dendritic spines.,,"Add,Fact/Evidence",Fact/Evidence
6292,2-180,2-180_v2_11@4,,Randomised littermates were not used because the breeding colony was structured to produce ephrin-A2/A5 double knockout mice for other studies and no WT littermates were obtained.,,"Add,Fact/Evidence",Fact/Evidence
6293,2-180,2-180_v2_13@4,,"We chose to stimulate after the task because we hypothesized that rTMS would enhance LTP-like processes, stabilizing new spines, and the associated synaptic connections, that had formed during learning.",,"Add,Claim",Claim
6294,2-180,2-180_v2_19@3,,"Unlike in cat studies, the coil was not in direct contact with the mouse head but was held as close as possible to the scalp (~1mm).",,"Add,Fact/Evidence",Fact/Evidence
6295,2-180,2-180_v2_19@4,,The gap between the coil and the head does not attenuate the field because magnetic fields decrease with distance from the source but are not modified by air or biological tissue (e.g. skin/scalp <REF-36> ).,,"Add,Fact/Evidence",Fact/Evidence
6296,2-180,2-180_v2_19@5,,"Unlike in the cat study, stereotaxic delivery was not attempted because the dimensions of the coil ensured that the field reached the entire dorsal hippocampus, which in the mouse, is relatively large in proportion to total brain size.",,"Add,Fact/Evidence",Fact/Evidence
6297,2-180,2-180_v2_40@7,,"Because of the lack of understanding of fundamental interactions between rTMS and behaviour, it would be of great interest to perform an exhaustive battery of behavioural tests in healthy wildtype mice (and eventually in animal models of disease) in conjunction with various rTMS protocols.",,"Add,Claim",Claim
6298,2-180,2-180_v2_40@8,,Subsequent anatomical and physiological analyses could then be carried out to elucidate the neural mechanisms of rTMS and gain insight into the treatment of human disease.,,"Add,Claim",Claim
6299,2-180,2-180_v2_43@0,,"Alternatively, the timing of rTMS delivery relative to the behavioural task may have influenced the outcome of our experiments.",,"Add,Claim",Claim
6300,2-180,2-180_v2_43@1,,"Here we stimulated after the task, however rTMS might have been more effective if delivered before.",,"Add,Claim",Claim
6301,2-180,2-180_v2_43@2,,"Because a single session of rTMS increases the size of dendritic spines and may activate silent synapses <REF-2> , this may “prime” the brain for learning.",,"Add,Claim",Claim
6302,2-180,2-180_v2_43@3,,"With such pre-treatment, an effect of rTMS might even have been detected in improved performances on a day to day basis.",,"Add,Claim",Claim
6303,2-180,2-180_v2_45@0,,"Importantly, we are conscious of the limitations of our rodent scaled rTMS delivery device which may have contributed to the lack of effect observed here.",,"Add,Claim",Claim
6304,2-180,2-180_v2_45@1,,"Although our coil had a relevant coil to brain ratio for mice, because of its small size, the intensity of the magnetic field did not reach the magnitude commonly used in humans (6mT compared to 1-2T), raising concern that our stimulation paradigm is not comparable to human rTMS.",,"Add,Claim",Claim
6305,2-180,2-180_v2_45@2,,"However, this raises a more general issue because similar criticism applies to studies that employ larger coils <REF-1> – <REF-3> : although these deliver the same fields used in humans, the focal nature of the stimulation is lost.",,"Add,Claim",Claim
6306,2-180,2-180_v2_45@3,,Additional effort in designing appropriate small animal rTMS coils is urgently needed to improve the construct validity of animal rTMS research.,,"Add,Claim",Claim
6419,2-278,2-278_v2_5@3,,One reason is that Efron considers the particular set of twin boys as the entire population.,,"Add,Claim",Claim
6420,2-278,2-278_v2_5@4,,"In this case, statistics is not needed because there is no random sample drawn from a larger population.",,"Add,Claim",Claim
6421,2-278,2-278_v2_6@0,,"Efron’s example can be rearranged so that it fits a more realistic situation in statistical data analysis, albeit with a very low sample size: consider the twin boys that, as Efron casually mentions, turned out to be fraternal, as a random sample from the larger population of twin boys and try to draw inference about the proportion of identical twins among the population of twin boys (note that this approach is different from the calculations provided by Efron).",,"Add,Claim",Claim
6422,2-278,2-278_v2_6@3,,"We think that to illustrate the influence of non-informative priors on results of Bayesian data analyses, such an approach would be fairer than the calculations given by Efron.",,"Add,Claim",Claim
6428,2-282,2-282_v2_5@3,,This phenomenon might be induced by a cortico-cerebellar activation during voluntary movements <REF-5> .,,"Add,Fact/Evidence",Fact/Evidence
6429,2-282,2-282_v2_7@2,,QPs were calculated for each movement executed by the patients (one run contains several movements; see section B).,,"Add,Fact/Evidence",Fact/Evidence
6430,2-282,2-282_v2_7@3,,"These QPs are also considered as probabilities of stimulation, given their potential application in a tremor suppression system based on BCI-trigged FES (see also section F).",,"Add,Fact/Evidence",Fact/Evidence
6431,2-282,2-282_v2_15@4,,Patients were told to keep the most relaxed attitude.,,"Add,Fact/Evidence",Fact/Evidence
6433,2-282,2-282_v2_29@2,,We decided to use a period of 2000 msec based on the available literature which considers that 2 seconds encompasses the preparation phase at the cortical level <REF-13> .,,"Add,Fact/Evidence",Fact/Evidence
6434,2-282,2-282_v2_59@9,,"These patients exhibited reproducible low values for the cortico-muscular coherence, by contrast to reproducible high values for the other QPs.",,"Add,Fact/Evidence",Fact/Evidence
6435,2-282,2-282_v2_59@10,,This highlights the importance of our multimodal approach.,,"Add,Claim",Claim
6436,2-282,2-282_v2_90@0,,"Our protocol in neurological patients with tremor differs from those in the literature, hence our study on the multiple combinations of frequency bands.",,"Add,Fact/Evidence",Fact/Evidence
6437,2-282,2-282_v2_90@1,,"When a neurological patient with tremor is seated and assessed, he/she may exhibit a tremor of the head and trunk.",,"Add,Claim",Claim
6438,2-282,2-282_v2_90@2,,This tremor may be pretty stable or rather intermittent.,,"Add,Claim",Claim
6439,2-282,2-282_v2_90@3,,"There may even be an overlap with the main frequencies of the EEG signal, for instance in the alpha band (a rapid head tremor may be found in patients).",,"Add,Claim",Claim
6440,2-282,2-282_v2_90@4,,"Therefore, we decided to have a close look to each of these bands.",,"Add,Fact/Evidence",Fact/Evidence
6441,2-282,2-282_v2_90@5,,"For instance, we have seen patients with cerebellar disorders and orthostatic tremor in whom the sub-band 8–10 Hz was much less informative as compared with the sub-band 10–12 Hz.",,"Add,Fact/Evidence",Fact/Evidence
6442,2-282,2-282_v2_90@6,,"We would like to point out that in the study of Pfurtscheller et al. on single-trial classification of EEG and imagination <REF-20> , the frequency of the most reactive components was 11±0.4 Hz (mean±SD).",,"Add,Fact/Evidence",Fact/Evidence
6443,2-282,2-282_v2_90@7,,The SD was thus small.,,"Add,Fact/Evidence",Fact/Evidence
6444,2-282,2-282_v2_90@8,,"Although the desynchronized components were centered at 10.9 Hz±0.9 Hz, the synchronized components were narrow-banded, with higher frequencies at 12.0 Hz±1.0 Hz.",,"Add,Fact/Evidence",Fact/Evidence
6445,2-282,2-282_v2_90@9,,We agree with the authors that the classification of single EEG trials improves when ERD and ERS patterns are combined for multiple tasks.,,"Add,Claim",Claim
6446,2-282,2-282_v2_90@10,,We aim to pursue the use of narrow bands of frequency in multiple tasks.,,"Add,Fact/Evidence",Fact/Evidence
6447,2-282,2-282_v2_91@5,,"Techniques of multichannel EEG compression, phase congruency and graphical representations aiming at a reduction of multidimensional data have been proposed <REF-23> – <REF-25> .",,"Add,Fact/Evidence",Fact/Evidence
6448,2-282,2-282_v2_91@6,,"However, no technique has been widely accepted so far.",,"Add,Claim",Claim
6449,2-282,2-282_v2_92@0,,"In theory, BCI is an interface between brain and computer.",,"Add,Claim",Claim
6450,2-282,2-282_v2_92@1,,"As such, our system would be a multimodal control unit, including an EEG-module like often used for BCIs, but also body modules to control a stimulation unit.",,"Add,Claim",Claim
6451,2-282,2-282_v2_92@2,,Future works could apply some feature selection algorithm and train the multimodal control unit in discriminating movements based on the multimodal input.,,"Add,Claim",Claim
6452,2-282,2-282_v2_92@3,,These two steps could further be included in one step e.g. by use of random forests.,,"Add,Claim",Claim
6453,2-282,2-282_v2_92@4,,"By doing so, the performance of the modules would be evaluated to find out which ones contribute most to a high detection rate.",,"Add,Claim",Claim
6454,2-282,2-282_v2_92@5,,"This would be done separately for each patient, thus taking into account the inter-individual variability.",,"Add,Claim",Claim
6455,2-282,2-282_v2_94@6,,Our data provide a ground for the concept of multimodal approach developed for the early detection of the intentionality of movement.,,"Add,Claim",Claim
6456,2-282,2-282_v2_94@7,,The presented probability trees are general schemes.,,"Add,Fact/Evidence",Fact/Evidence
6457,2-282,2-282_v2_94@8,,A case-by-case analysis is required.,,"Add,Claim",Claim
6458,2-282,2-282_v2_94@9,,"In order to provide the most possible accurate BCI-driven FES system, each subject needs to be studied in order to define the best combination of QPs.",,"Add,Claim",Claim
6459,2-282,2-282_v2_94@11,,The system would take into account these features.,,"Add,Claim",Claim
6460,2-282,2-282_v2_94@12,,"By analysing a larger group of patients, we might identify subgroups of patients on the basis of the results of the probability trees.",,"Add,Claim",Claim
6461,2-282,2-282_v2_94@13,,"In other words, the probability trees would be used as an elegibility procedure to multimodal BCI-driven treatments in neurological patients with tremor.",,"Add,Claim",Claim
6462,2-282,2-282_v2_95@0,,"Results obtained with the simulation study provide useful information about EEG QP in order to select patients more effectively for a BCI-based treatment, including rehabilitation.",,"Add,Claim",Claim
6463,2-282,2-282_v2_95@1,,The simulation demonstrates the relationship between the threshold and the QP.,,"Add,Fact/Evidence",Fact/Evidence
6464,2-282,2-282_v2_95@2,,Future studies could take advantage of these findings to select the best neurological candidates on the basis of the ERD/ERS for BCI-based management.,,"Add,Claim",Claim
6465,2-282,2-282_v2_100@6,,The analysis of the corticomuscular coherence shows that this parameter alone cannot be used to predict voluntary motion and be implemented in a BCI.,,"Add,Fact/Evidence",Fact/Evidence
6466,2-282,2-282_v2_100@12,,We propose to select a larger group of neurological patients to confirm the strength of the multimodal prediction.,,"Add,Claim",Claim
6467,2-282,2-282_v2_100@13,,The present study opens the door for future studies in terms of how to increase EEG-based detection of movement intention by incorporating information from multiple modules.,,"Add,Claim",Claim
6468,2-282,2-282_v2_101@0,,Data availability,,"Add,Other",Other
6469,2-282,2-282_v2_102@0,,The data referenced by this article are under copyright with the following copyright statement: Copyright: ï¿½ 2014 Grimaldi G et al.,,"Add,Fact/Evidence",Fact/Evidence
6470,2-282,2-282_v2_103@0,,"Data associated with the article are available under the terms of the Creative Commons Zero ""No rights reserved"" data waiver (CC0 1.0 Public domain dedication).",,"Add,Fact/Evidence",Fact/Evidence
7189,3-256,3-256_v2_98@9,,"Ultimately, whether insulin sensitivity is truly one of the mechanisms by which the aging-retarding (and thus, lifespan-extending) effects of the Ghr/bp gene disruption are mediated, and/or account for the differential response of GHR-KO mice to CR, will require direct experimental demonstration.",,"Add,Claim",Claim
7190,3-256,3-256_v2_100@0,,Certain aspects of the indirect calorimetry results deserve special treatment.,,"Add,Claim",Claim
7191,3-256,3-256_v2_100@1,,"Firstly, energy expenditure (EE) was greater in GHR-KO mice compared to their littermate controls, regardless of diet; yet heat production (HP) did not differ by genotype.",,"Add,Fact/Evidence",Fact/Evidence
7192,3-256,3-256_v2_100@2,,We suspect that a technical reason exists for this incongruence.,,"Add,Claim",Claim
7193,3-256,3-256_v2_100@3,,"The formula for calculating HP with indirect calorimetric gas-exchange data, formulated based on reconciling direct calorimetric measures with indirect calorimetric gas-exchange measures in normal-sized, lean mice [ Arch et al. , 2006 ], is [((4.33 × VO 2 ) + (0.67 × VCO 2 )) + (Wt.(kg.)) × (60 Min./Hr.)]; and, thus, is not necessarily appropriate for accurately measuring HP via indirect calorimetry in dwarf mice, which have divergent body composition (most-notably obesity) compared to their littermate controls [ Berryman et al. , 2004 ; Berryman et al. , 2010 ].",,"Add,Fact/Evidence",Fact/Evidence
7194,3-256,3-256_v2_100@4,,"More directly, that the heat production equation factors in body weight results in lighter dwarf mice having lower calculated HP, for given amounts of oxygen inhalation (VO 2 ) and carbon dioxide expiration (VCO 2 ), than their normal-sized littermates.",,"Add,Fact/Evidence",Fact/Evidence
7195,3-256,3-256_v2_100@5,,"Additionally of note (although not statistically significant), caloric restriction tended to reduce HP in GHR-KO mice but tended to raise it in littermate controls.",,"Add,Fact/Evidence",Fact/Evidence
7196,3-256,3-256_v2_100@6,,"Finally, (as alluded to in the paragraph above) for VO 2 , VCO 2 , and EE, gas-exchange-based measures of metabolism were robustly heightened by CR in littermates, but this effect was muted or absent in GHR-KO’s.",,"Add,Fact/Evidence",Fact/Evidence
7197,3-256,3-256_v2_100@7,,"Therefore, CR-effected increased metabolism could be a mean by which that diet slows senescence in littermates; moreover, the attenuation of this metabolic effect in GHR-KO mice (whether due to a ceiling effect, in which VO 2 and CO 2 being innately high in GHR-KO mice on A.L. makes it so that CR is unable to raise them much higher, or other rationales) might partially explain the attenuation of the aging-retarding (including life expectancy-increasing) effect of CR on GHR-KO mice.",,"Add,Claim",Claim
7313,4-143,4-143_v2_8@1,,None of the three children had a concussion previously.,,"Add,Fact/Evidence",Fact/Evidence
7314,4-143,4-143_v2_8@3,,"Their symptoms were not assessed on the day they visited UWM, although one of the patients (cc1) was not able to speak or walk normally at that time.",,"Add,Fact/Evidence",Fact/Evidence
7315,4-143,4-143_v2_25@3,,"Third, age and sex were not matched perfectly between the patients and the controls tested in the present study.",,"Add,Fact/Evidence",Fact/Evidence
7316,4-143,4-143_v2_25@4,,"However, we are not aware of any findings that indicate significant differences between boys and girls within the age range of 12–17 years with regard to their visuomotor adaptation capabilities.",,"Add,Claim",Claim
7317,4-143,4-143_v2_25@5,,"In addition, it has been shown that during targeted reaching movements under a visuomotor rotation condition, visuomotor representations of children who were 6 or 8 years old differed from those of adults, although those of 11 year-old children did not <REF-12> .",,"Add,Fact/Evidence",Fact/Evidence
7318,4-143,4-143_v2_25@6,,"Our data do not seem to indicate sex-related differences either, in that the adaptation pattern of cc2 (15 year-old female) was very similar to that of ctls 1 and 3 (12 and 14 year-old males, respectively).",,"Add,Fact/Evidence",Fact/Evidence
7319,4-143,4-143_v2_25@7,,"Thus, while the potential effects of age- and sex-related differences between the patients and the controls cannot be completely excluded, it seems unlikely that our results were substantially influenced by such effects.",,"Add,Claim",Claim
7527,5-1356,5-1356_v2_48@0,,"In these simulations, the overall best performance of the DM model is achieved when dispersion parameters are estimated with the Cox-Reid APL and the dispersion moderation is applied.",,"Add,Fact/Evidence",Fact/Evidence
7528,5-1356,5-1356_v2_48@1,,"This strategy leads to p-value distributions that in most of the cases are closer to the uniform distribution ( Figure 1D , Figure S4 and Figure S11 ).",,"Add,Fact/Evidence",Fact/Evidence
7529,5-1356,5-1356_v2_50@1,,For each condition three replicates were simulated resulting in 3 versus 3 comparisons.,,"Add,Fact/Evidence",Fact/Evidence
7530,5-1356,5-1356_v2_74@3,,"To further investigate characteristics of detected tuQTLs, we measured enrichment of splicing-related features as used in a previous comparison <REF-35> .",,"Add,Fact/Evidence",Fact/Evidence
7531,5-1356,5-1356_v2_74@4,,"This includes the location of tuQTLs within exons, within splice sites, in the surrounding of GWAS SNPs and distance to the closest exon.",,"Add,Fact/Evidence",Fact/Evidence
7536,5-1356,5-1356_v2_7@0,,Genes may express diverse transcript isoforms (mRNA variants) as a consequence of alternative splicing or due to the differences in transcription start sites and polyadenylation sites <REF-16> .,,"Add,Fact/Evidence",Fact/Evidence
7537,5-1356,5-1356_v2_28@0,,Detecting DTU and tuQTLs with the Dirichlet-multinomial model,,"Add,Other",Other
7713,5-1822,5-1822_v2_23@4,,Animals were pre-trained on the horizontal ladder prior to the commencement of the study.,,"Add,Fact/Evidence",Fact/Evidence
7714,5-1822,5-1822_v2_23@5,,"On the day of functional testing, the animals were allowed three practice runs prior to recording.",,"Add,Fact/Evidence",Fact/Evidence
7715,5-1822,5-1822_v2_23@10,,Animals were pre-trained on the beam prior to the commencement of the study.,,"Add,Fact/Evidence",Fact/Evidence
7716,5-1822,5-1822_v2_23@11,,"On the day of functional testing, the animals were allowed three practice runs along the beam prior to recording.",,"Add,Fact/Evidence",Fact/Evidence
7717,5-1822,5-1822_v2_35@2,,"If the slopes are found to be equal, the intercepts (elevations) are then compared.",,"Add,Fact/Evidence",Fact/Evidence
8022,6-1302,6-1302_v2_97@0,,The data referenced by this article are under copyright with the following copyright statement: Copyright: ï¿½ 2017 Rufflé F et al.,,"Add,Fact/Evidence",Fact/Evidence
8023,6-1302,6-1302_v2_98@0,,"Data associated with the article are available under the terms of the Creative Commons Zero ""No rights reserved"" data waiver (CC0 1.0 Public domain dedication).",,"Add,Fact/Evidence",Fact/Evidence
8024,6-1302,6-1302_v2_17@2,,"The RNA-Seq was performed using polyA-selection with the truSeq RNA Lib-Prep Kit (Illumina, San Diego, CA) adjusted with GATC specific procedure for strand specificity.",,"Add,Fact/Evidence",Fact/Evidence
8346,6-577,6-577_v2_14@0,,UVR and temperature treatment of coral nubbins,,"Add,Other",Other
8347,6-577,6-577_v2_15@0,,Incubations were performed in 100 mL beakers containing one coral nubbin each and filled with 40 mL of 0.45 μm filtered seawater and continuously stirred using magnetic stirrers.,,"Add,Fact/Evidence",Fact/Evidence
